Date,Time,Elapsed Time,Message,Burner/Lower Element,,Burner/Lower Element,Upper Element,Upper Element Corey,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Total Corr. Gas Cons Corey,Gas Rate (BTU/hr),Q Gas,Q Gas Corey,Q Elec,Q Elec Corey,Q Total,Q Total Corey,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Total Water Cons. @Inlet Corey,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg),
7/16/2020,20:07:43,43205.3,Draw 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,173.982,1.034,1.024,172.658,0.086,133.793,133.788,0,0,0,1369,57.841,117.81,67.86,140.695,139.408,137.71,134.07,125.726,125.15,67.893,29.206,10.825,0.001,0.007,0,1081.917,5000,250,0.985,59.968,76.763,-100040.929,-100078.286,500000,OFF,1063.1,Oil,-100078.286,-100078.286,133.788,0
7/16/2020,20:07:46,43208.3,Draw 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,174.034,1.032,1.02,172.709,0.137,133.79,133.789,0,0,0,1369,57.837,130.631,67.863,140.687,139.403,137.672,134.057,125.73,125.193,67.891,29.206,10.825,0.002,0.007,0,1081.917,5000,250,0.985,72.794,76.756,-100039.689,-100077.092,500000,OFF,1063.1,Oil,-100077.092,-100077.092,133.789,0
7/16/2020,20:07:49,43211.3,Draw 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,174.084,1.002,0.988,172.758,0.186,133.794,133.789,0,0,0,1369,57.835,136.878,67.862,140.686,139.385,137.668,134.066,125.755,125.205,67.889,29.206,10.825,0.001,0.007,0,1081.917,5000,250,0.985,79.043,76.858,-100040.872,-100078.277,500000,OFF,1063.1,Oil,-100078.277,-100078.277,133.789,0
7/16/2020,20:07:52,43214.3,Draw 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,174.132,0.955,0.941,172.805,0.233,133.773,133.789,0,0,0,1369,57.838,138.793,67.864,140.662,139.379,137.641,134.017,125.745,125.195,67.888,29.206,10.826,0.001,0.007,0,1081.917,5000,250,0.985,80.956,76.962,-100037.126,-100074.519,500000,OFF,1063.1,Oil,-100074.519,-100074.519,133.789,0
7/16/2020,20:07:55,43217.3,Draw 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,174.179,0.943,0.928,172.851,0.279,133.774,133.789,0,0,0,1369,57.838,139.847,67.866,140.662,139.391,137.648,134.01,125.762,125.17,67.889,29.206,10.826,0.001,0.007,0,1081.917,5000,250,0.985,82.01,77.01,-100041.998,-100079.344,500000,OFF,1063.1,Oil,-100079.344,-100079.344,133.788,0.001
7/16/2020,20:07:58,43220.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.227,0.959,0.944,172.899,0.327,133.746,133.789,0,0,0,1369,57.844,140.228,67.867,140.66,139.391,137.625,133.943,125.703,125.153,67.887,29.206,10.826,0.001,0.007,0,1081.917,5000,250,0.985,82.384,76.958,-100041.066,-100078.461,500000,OFF,1063.1,Oil,-100078.461,-100078.461,133.787,0.002
7/16/2020,20:08:01,43223.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.275,0.975,0.96,172.947,0.375,133.605,133.789,0,0,0,1369,57.846,140.365,67.864,140.62,139.389,137.612,133.894,124.945,125.171,67.885,29.206,10.826,0.002,0.007,0,1081.917,5000,250,0.985,82.52,76.942,-100039.815,-100077.122,500000,OFF,1063.1,Oil,-100077.122,-100077.122,133.779,0.01
7/16/2020,20:08:04,43226.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.324,0.98,0.964,172.995,0.423,133.673,133.789,0,0,0,1369,57.848,140.461,67.862,140.633,139.38,137.599,133.912,125.31,125.204,67.885,29.206,10.827,0.001,0.007,0,1081.917,5000,250,0.985,82.613,76.912,-100041.486,-100078.883,500000,OFF,1063.1,Oil,-100078.883,-100078.883,133.772,0.017
7/16/2020,20:08:07,43229.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.374,0.984,0.968,173.043,0.471,133.648,133.789,0,0,0,1369,57.851,140.498,67.861,140.585,139.35,137.566,134.077,125.087,125.222,67.883,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.647,76.918,-100039.282,-100076.613,500000,OFF,1063.1,Oil,-100076.613,-100076.613,133.766,0.023
7/16/2020,20:08:10,43232.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.423,0.984,0.968,173.092,0.52,133.695,133.789,0,0,0,1369,57.852,140.554,67.86,140.596,139.342,137.55,134.135,125.274,125.27,67.881,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.702,76.916,-100040.928,-100078.328,500000,OFF,1063.1,Oil,-100078.328,-100078.328,133.76,0.029
7/16/2020,20:08:13,43235.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.472,0.984,0.968,173.14,0.568,133.659,133.789,0,0,0,1369,57.853,140.552,67.861,140.543,139.301,137.527,134.01,125.306,125.267,67.879,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.699,76.91,-100036.872,-100074.272,500000,OFF,1063.1,Oil,-100074.272,-100074.272,133.755,0.034
7/16/2020,20:08:16,43238.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.522,1.004,0.988,173.189,0.617,133.561,133.789,0,0,0,1369,57.857,140.552,67.861,140.535,139.283,137.498,133.903,125.026,125.119,67.878,29.206,10.827,0.001,0.007,0,1081.917,5000,250,0.985,82.696,76.87,-100038.737,-100076.137,500000,OFF,1063.1,Oil,-100076.137,-100076.137,133.746,0.043
7/16/2020,20:08:19,43241.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.573,1.008,0.992,173.239,0.667,133.305,133.789,0,0,0,1369,57.861,140.555,67.862,140.518,139.246,137.46,133.639,124.786,124.181,67.878,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.694,76.876,-100036.663,-100073.933,500000,OFF,1063.1,Oil,-100073.933,-100073.933,133.728,0.061
7/16/2020,20:08:22,43244.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.622,0.996,0.98,173.288,0.716,133.028,133.789,0,0,0,1369,57.859,140.545,67.865,140.519,139.215,137.438,133.559,124.752,122.685,67.875,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.686,76.905,-100039.253,-100076.63,500000,OFF,1063.1,Oil,-100076.63,-100076.63,133.698,0.091
7/16/2020,20:08:25,43247.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.672,0.988,0.972,173.337,0.765,132.847,133.789,0,0,0,1369,57.863,140.541,67.866,140.48,139.173,137.412,133.587,124.696,121.734,67.874,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,82.679,76.926,-100039.683,-100076.979,500000,OFF,1063.1,Oil,-100076.979,-100076.979,133.654,0.135
7/16/2020,20:08:28,43250.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.721,0.98,0.964,173.385,0.813,132.734,133.789,0,0,0,1369,57.864,140.544,67.867,140.453,139.129,137.389,133.571,124.761,121.1,67.873,29.206,10.826,0.001,0.007,0,1081.917,5000,250,0.985,82.68,76.933,-100039.722,-100077.041,500000,OFF,1063.1,Oil,-100077.041,-100077.041,133.604,0.185
7/16/2020,20:08:31,43253.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.77,0.98,0.964,173.433,0.861,132.549,133.789,0,0,0,1369,57.868,140.517,67.867,140.432,139.076,137.347,133.511,124.187,120.739,67.87,29.206,10.827,0.001,0.007,0,1081.917,5000,250,0.985,82.649,76.933,-100040.465,-100077.798,500000,OFF,1063.1,Oil,-100077.798,-100077.798,133.549,0.24
7/16/2020,20:08:34,43256.3,Draw 7,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.819,0.98,0.964,173.481,0.909,132.498,133.789,0,0,0,1369,57.867,140.51,67.866,140.411,139.064,137.32,133.466,123.974,120.753,67.872,29.206,10.828,0.002,0.007,0,1081.917,5000,250,0.985,82.643,76.931,-100042.553,-100079.885,500000,OFF,1063.1,Oil,-100079.885,-100079.885,133.486,0.303
7/16/2020,20:08:36,43258.5,End of Draw,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.855,0.988,0.972,173.517,0.945,132.429,133.789,0,0,0,1369,57.878,140.517,67.868,140.378,139.015,137.291,133.357,124.149,120.381,67.869,29.206,10.828,0.002,0.007,0,1081.917,5000,250,0.985,82.639,76.936,-100040.474,-100077.797,500000,OFF,1063.1,Oil,-100077.797,-100077.797,133.431,0.358
7/16/2020,20:08:38,43260.1,Standby,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.873,0.817,0.804,173.534,0.962,132.447,133.42,0,0,0,1369,57.876,140.524,67.866,140.369,139.011,137.267,133.279,124.198,120.558,67.869,29.206,10.83,0.002,0.007,0,1081.917,5000,250,0.985,82.647,77.259,-100041.685,-100079.16,500000,OFF,1063.1,Oil,-100079.16,-100079.16,133.398,0.022
7/16/2020,20:08:41,43262.9,Flow End,OFF,,0,OFF,0,74.704,73.322,49.482,0,79331.453,53518.541,4671.222,0,84002.675,53518.541,174.873,0,0,173.534,0.962,132.58,133.42,0,0,0,1369,57.875,140.485,67.864,140.337,138.953,137.199,133.141,124.429,121.422,67.868,29.206,10.828,0.002,0.007,0,1081.917,5000,250,0.985,82.61,79.751,-100039.049,-100076.43,500000,OFF,1063.1,Oil,-100076.43,-100076.43,133.347,0.073
7/16/2020,20:08:49,43270.9,Burner Changed,ON,,1,OFF,0,74.712,73.329,49.489,0,79339.98,53527.068,4671.222,0,84011.202,53527.068,174.873,0,0,0,0,132.305,133.42,0,0,0,1369,57.9,140.421,67.86,140.278,138.843,137.221,132.888,124.48,120.119,67.866,29.206,9.541,3.997,0.007,0,1081.917,5000,250,0.982,82.521,80.06,-100037.436,-100074.906,500000,OFF,1063.1,Oil,-100074.906,-100074.906,133.18,0.24
7/16/2020,20:09:38,43320.1,Standby,ON,,1,OFF,0,75.268,73.875,50.035,0,79930.702,54117.79,4671.222,0,84601.924,54117.79,174.873,0,0,0,0,132.633,133.42,0,0,0,1369,58.062,139.872,67.864,139.943,138.927,137.253,133.312,125.406,120.955,67.856,29.206,9.508,3.978,0.007,0,1081.917,5000,250,0.982,81.809,80.648,-100038.994,-100076.439,500000,OFF,1063.1,Oil,-100076.439,-100076.439,132.141,1.279
7/16/2020,20:10:33,43375.3,Burner Changed,OFF,,0,OFF,0,75.832,74.429,50.589,0,80529.921,54717.009,4671.222,0,85201.143,54717.009,174.873,0,0,0,0,133.752,133.42,0,0,0,1369,58.341,138.504,67.869,140.325,139.337,137.917,134.104,127.5,123.33,67.858,29.206,10.914,-0.005,0.007,0,1081.917,5000,250,0.985,80.163,80.894,-100042.66,-100079.975,500000,OFF,1063.1,Oil,-100079.975,-100079.975,133.111,0.309
7/16/2020,20:10:38,43380.1,Standby,OFF,,0,OFF,0,75.832,74.429,50.589,0,80529.921,54717.009,4671.222,0,85201.143,54717.009,174.873,0,0,0,0,133.936,133.42,0,0,0,1369,58.365,138.449,67.867,140.432,139.368,137.943,134.233,127.875,123.766,67.858,29.206,10.9,0,0.007,0,1081.917,5000,250,0.985,80.084,80.88,-100040.5,-100077.791,500000,OFF,1063.1,Oil,-100077.791,-100077.791,133.218,0.202
7/16/2020,20:11:38,43440.1,Standby,OFF,,0,OFF,0,75.844,74.441,50.601,0,80542.713,54729.801,4671.222,0,85213.935,54729.801,174.873,0,0,0,0,134.379,134.296,0,0,0,1369,58.583,137.245,67.816,140.914,139.799,138.205,134.474,128.03,124.854,67.854,29.206,10.85,0.001,0.007,0,1081.917,5000,250,0.985,78.662,80.86,-100038.335,-100075.742,500000,OFF,1063.1,Oil,-100075.742,-100075.742,134.296,0
7/16/2020,20:12:38,43500.1,Standby,OFF,,0,OFF,0,75.852,74.449,50.609,0,80551.241,54738.329,4671.222,0,85222.462,54738.329,174.873,0,0,0,0,134.46,134.446,0,0,0,1369,58.783,136.057,67.838,140.948,139.903,138.31,134.586,127.872,125.139,67.852,29.206,10.842,0.001,0.007,0,1081.917,5000,250,0.985,77.274,80.868,-100039.048,-100076.474,500000,OFF,1063.1,Oil,-100076.474,-100076.474,134.446,0
7/16/2020,20:13:38,43560.1,Standby,OFF,,0,OFF,0,75.86,74.457,50.617,0,80559.768,54746.856,4671.222,0,85230.99,54746.856,174.873,0,0,0,0,134.516,134.527,0,0,0,1369,58.981,134.848,67.869,140.965,139.936,138.348,134.535,127.999,125.312,67.858,29.206,10.838,0.001,0.007,0,1081.917,5000,250,0.985,75.867,80.87,-100038.287,-100075.749,500000,OFF,1063.1,Oil,-100075.749,-100075.749,134.527,0
7/16/2020,20:14:38,43620.1,Standby,OFF,,0,OFF,0,75.872,74.469,50.629,0,80572.559,54759.647,4671.222,0,85243.781,54759.647,174.873,0,0,0,0,134.632,134.568,0,0,0,1369,59.164,133.595,67.857,141.004,139.981,138.457,134.706,128.05,125.591,67.861,29.206,10.832,0.001,0.007,0,1081.917,5000,250,0.985,74.431,80.933,-100038.728,-100076.319,500000,OFF,1063.1,Oil,-100076.319,-100076.319,134.568,0
7/16/2020,20:15:38,43680.1,Standby,OFF,,0,OFF,0,75.88,74.477,50.637,0,80581.086,54768.174,4671.222,0,85252.308,54768.174,174.873,0,0,0,0,134.596,134.615,0,0,0,1369,59.328,132.383,67.844,141.025,139.987,138.413,134.464,128.166,125.52,67.865,29.206,10.835,0.002,0.007,0,1081.917,5000,250,0.985,73.056,80.985,-100036.941,-100074.533,500000,OFF,1063.1,Oil,-100074.533,-100074.533,134.613,0.002
7/16/2020,20:16:38,43740.1,Standby,OFF,,0,OFF,0,75.884,74.48,50.64,0,80585.349,54772.437,4671.222,0,85256.571,54772.437,174.873,0,0,0,0,134.636,134.632,0,0,0,1369,59.493,131.313,67.872,141.025,139.963,138.408,134.69,128.024,125.708,67.869,29.206,10.835,0.002,0.007,0,1081.917,5000,250,0.985,71.82,81.006,-100035.847,-100073.348,500000,OFF,1063.1,Oil,-100073.348,-100073.348,134.632,0
7/16/2020,20:17:38,43800.1,Standby,OFF,,0,OFF,0,75.892,74.488,50.648,0,80593.877,54780.965,4671.222,0,85265.098,54780.965,174.873,0,0,0,0,134.642,134.643,0,0,0,1369,59.652,130.245,67.897,141.039,139.988,138.38,134.578,128.183,125.683,67.871,29.206,10.834,0.002,0.007,0,1081.917,5000,250,0.985,70.594,80.995,-100035.488,-100073.084,500000,OFF,1063.1,Oil,-100073.084,-100073.084,134.641,0.002
7/16/2020,20:18:38,43860.1,Standby,OFF,,0,OFF,0,75.9,74.496,50.656,0,80602.403,54789.491,4671.222,0,85273.625,54789.491,174.873,0,0,0,0,134.647,134.662,0,0,0,1369,59.806,129.156,67.917,141.028,139.98,138.373,134.662,128.04,125.796,67.877,29.206,10.834,0.002,0.007,0,1081.917,5000,250,0.985,69.35,80.985,-100033.913,-100071.518,500000,OFF,1063.1,Oil,-100071.518,-100071.518,134.662,0
7/16/2020,20:19:38,43920.1,Standby,OFF,,0,OFF,0,75.904,74.5,50.66,0,80606.667,54793.755,4671.222,0,85277.889,54793.755,174.873,0,0,0,0,134.671,134.665,0,0,0,1369,59.951,128.108,67.92,141.008,139.983,138.394,134.659,128.09,125.891,67.878,29.206,10.832,0.002,0.007,0,1081.917,5000,250,0.985,68.157,80.977,-100032.657,-100070.261,500000,OFF,1063.1,Oil,-100070.261,-100070.261,134.655,0.01
7/16/2020,20:20:38,43980.1,Standby,OFF,,0,OFF,0,75.908,74.504,50.664,0,80610.93,54798.018,4671.222,0,85282.152,54798.018,174.873,0,0,0,0,134.681,134.682,0,0,0,1369,60.093,127.09,67.932,141.012,139.983,138.385,134.69,128.055,125.963,67.882,29.206,10.832,0.002,0.007,0,1081.917,5000,250,0.985,66.997,80.978,-100034.779,-100072.423,500000,OFF,1063.1,Oil,-100072.423,-100072.423,134.682,0
7/16/2020,20:21:38,44040.1,Standby,OFF,,0,OFF,0,75.916,74.512,50.672,0,80619.457,54806.545,4671.222,0,85290.679,54806.545,174.873,0,0,0,0,134.673,134.688,0,0,0,1369,60.236,126.109,67.922,141.028,139.954,138.36,134.593,128.12,125.98,67.879,29.206,10.832,0.002,0.007,0,1081.917,5000,250,0.985,65.873,80.971,-100035.714,-100073.351,500000,OFF,1063.1,Oil,-100073.351,-100073.351,134.684,0.004
7/16/2020,20:22:38,44100.1,Standby,OFF,,0,OFF,0,75.92,74.516,50.676,0,80623.721,54810.809,4671.222,0,85294.942,54810.809,174.873,0,0,0,0,134.691,134.688,0,0,0,1369,60.367,125.142,67.927,140.99,139.973,138.38,134.645,128.127,126.029,67.879,29.206,10.825,0.002,0.007,0,1081.917,5000,250,0.985,64.775,80.963,-100036.452,-100074.296,500000,OFF,1063.1,Oil,-100074.296,-100074.296,134.679,0.009
7/16/2020,20:23:38,44160.1,Standby,OFF,,0,OFF,0,75.928,74.524,50.684,0,80632.247,54819.335,4671.222,0,85303.469,54819.335,174.873,0,0,0,0,134.7,134.688,0,0,0,1369,60.507,124.169,67.948,140.997,139.968,138.394,134.633,128.124,126.083,67.874,29.206,10.831,0.002,0.007,0,1081.917,5000,250,0.985,63.661,80.955,-100037.276,-100075.117,500000,OFF,1063.1,Oil,-100075.117,-100075.117,134.677,0.011
7/16/2020,20:24:38,44220,Standby,OFF,,0,OFF,0,75.932,74.528,50.688,0,80636.511,54823.599,4671.222,0,85307.733,54823.599,174.873,0,0,0,0,134.694,134.688,0,0,0,1369,60.637,123.277,67.946,141.017,139.965,138.385,134.57,128.129,126.095,67.877,29.206,10.832,0.002,0.007,0,1081.917,5000,250,0.985,62.64,80.947,-100035.54,-100073.456,500000,OFF,1063.1,Oil,-100073.456,-100073.456,134.686,0.002
7/16/2020,20:25:38,44280,Standby,OFF,,0,OFF,0,75.94,74.536,50.696,0,80645.038,54832.126,4671.222,0,85316.26,54832.126,174.873,0,0,0,0,134.666,134.692,0,0,0,1369,60.763,122.409,67.909,140.879,139.96,138.355,134.606,128.075,126.125,67.877,29.206,10.832,0.002,0.007,0,1081.917,5000,250,0.985,61.645,80.941,-100034.728,-100072.585,500000,OFF,1063.1,Oil,-100072.585,-100072.585,134.684,0.008
7/16/2020,20:26:38,44340,Standby,OFF,,0,OFF,0,75.948,74.544,50.704,0,80653.564,54840.652,4671.222,0,85324.786,54840.652,174.873,0,0,0,0,134.679,134.692,0,0,0,1369,60.885,121.513,67.91,140.899,139.934,138.362,134.627,128.062,126.192,67.874,29.206,10.827,0.002,0.007,0,1081.917,5000,250,0.985,60.628,80.938,-100034.515,-100072.452,500000,OFF,1063.1,Oil,-100072.452,-100072.452,134.656,0.036
7/16/2020,20:27:38,44400,Standby,OFF,,0,OFF,0,75.96,74.555,50.715,0,80666.355,54853.443,4671.222,0,85337.577,54853.443,174.873,0,0,0,0,134.688,134.692,0,0,0,1369,61.011,120.672,67.911,140.922,139.943,138.349,134.593,128.103,126.217,67.869,29.206,10.83,0.002,0.007,0,1081.917,5000,250,0.985,59.661,80.936,-100032.824,-100070.833,500000,OFF,1063.1,Oil,-100070.833,-100070.833,134.674,0.018
7/16/2020,20:28:38,44460,Standby,OFF,,0,OFF,0,75.968,74.563,50.723,0,80674.883,54861.971,4671.222,0,85346.105,54861.971,174.873,0,0,0,0,134.678,134.692,0,0,0,1369,61.143,119.812,67.9,140.891,139.927,138.344,134.548,128.076,126.279,67.867,29.206,10.814,0.002,0.007,0,1082.222,5000,250,0.985,58.669,80.931,-100035.274,-100073.054,500000,OFF,1063.4,Oil,-100073.054,-100073.054,134.677,0.015
7/16/2020,20:29:38,44520,Standby,OFF,,0,OFF,0,75.976,74.571,50.731,0,80683.412,54870.5,4671.222,0,85354.634,54870.5,174.873,0,0,0,0,134.66,134.692,0,0,0,1369,61.266,118.974,67.881,140.846,139.907,138.325,134.588,128.023,126.269,67.866,29.206,10.818,0.002,0.007,0,1082.222,5000,250,0.985,57.708,80.956,-100030.929,-100068.805,500000,OFF,1063.4,Oil,-100068.805,-100068.805,134.66,0.032
7/16/2020,20:30:38,44580,Standby,OFF,,0,OFF,0,75.988,74.583,50.743,0,80696.206,54883.294,4671.222,0,85367.428,54883.294,174.873,0,0,0,0,134.646,134.692,0,0,0,1369,61.386,118.179,67.882,140.821,139.893,138.31,134.543,128.007,126.304,67.868,29.206,10.825,0.002,0.007,0,1082.222,5000,250,0.985,56.793,80.96,-100029.992,-100068.019,500000,OFF,1063.4,Oil,-100068.019,-100068.019,134.656,0.036
7/16/2020,20:31:38,44640,Standby,OFF,,0,OFF,0,75.996,74.591,50.751,0,80704.735,54891.823,4671.222,0,85375.957,54891.823,174.873,0,0,0,0,134.634,134.692,0,0,0,1369,61.505,117.411,67.892,140.727,139.885,138.293,134.558,127.984,126.355,67.866,29.206,10.833,0.001,0.007,0,1082.222,5000,250,0.985,55.905,80.958,-100030.906,-100068.87,500000,OFF,1063.4,Oil,-100068.87,-100068.87,134.643,0.049
7/16/2020,20:32:38,44700,Standby,OFF,,0,OFF,0,76,74.595,50.755,0,80709,54896.088,4671.222,0,85380.222,54896.088,174.873,0,0,0,0,134.618,134.692,0,0,0,1369,61.628,116.636,67.857,140.681,139.876,138.272,134.564,127.934,126.38,67.865,29.206,10.833,0.001,0.007,0,1082.222,5000,250,0.985,55.008,80.948,-100030.159,-100068.201,500000,OFF,1063.4,Oil,-100068.201,-100068.201,134.629,0.063
7/16/2020,20:33:38,44760,Standby,OFF,,0,OFF,0,76.008,74.603,50.763,0,80717.529,54904.617,4671.222,0,85388.751,54904.617,174.873,0,0,0,0,134.607,134.692,0,0,0,1369,61.749,115.866,67.85,140.576,139.865,138.274,134.533,127.961,126.434,67.868,29.206,10.832,0.002,0.007,0,1082.222,5000,250,0.985,54.117,80.961,-100028.209,-100066.104,500000,OFF,1063.4,Oil,-100066.104,-100066.104,134.609,0.083
7/16/2020,20:34:38,44820,Standby,OFF,,0,OFF,0,76.016,74.611,50.771,0,80726.059,54913.147,4671.222,0,85397.281,54913.147,174.873,0,0,0,0,134.633,134.692,0,0,0,1369,61.871,115.125,67.853,140.694,139.886,138.284,134.536,127.939,126.459,67.866,29.206,10.832,0.002,0.007,0,1082.222,5000,250,0.985,53.254,80.968,-100031.917,-100069.903,500000,OFF,1063.4,Oil,-100069.903,-100069.903,134.62,0.072
7/16/2020,20:35:38,44880,Standby,OFF,,0,OFF,0,76.02,74.614,50.774,0,80730.324,54917.412,4671.222,0,85401.546,54917.412,174.873,0,0,0,0,134.606,134.692,0,0,0,1369,61.996,114.412,67.849,140.593,139.87,138.279,134.49,127.93,126.477,67.861,29.206,10.832,0.001,0.007,0,1082.222,5000,250,0.985,52.417,80.972,-100029.929,-100067.962,500000,OFF,1063.4,Oil,-100067.962,-100067.962,134.618,0.074
7/16/2020,20:36:38,44940,Standby,OFF,,0,OFF,0,76.024,74.618,50.778,0,80734.588,54921.676,4671.222,0,85405.81,54921.676,174.873,0,0,0,0,134.598,134.692,0,0,0,1369,62.113,113.73,67.823,140.548,139.834,138.252,134.52,127.927,126.506,67.862,29.206,10.829,0.002,0.007,0,1082.222,5000,250,0.985,51.617,80.978,-100026.692,-100064.762,500000,OFF,1063.4,Oil,-100064.762,-100064.762,134.605,0.087
7/16/2020,20:37:38,45000,Standby,OFF,,0,OFF,0,76.032,74.626,50.786,0,80743.118,54930.206,4671.222,0,85414.34,54930.206,174.873,0,0,0,0,134.593,134.692,0,0,0,1369,62.231,113.035,67.836,140.571,139.817,138.244,134.495,127.911,126.517,67.867,29.206,10.825,0.002,0.007,0,1082.222,5000,250,0.985,50.804,80.973,-100025.411,-100063.638,500000,OFF,1063.4,Oil,-100063.638,-100063.638,134.603,0.089
7/16/2020,20:38:38,45060,Standby,OFF,,0,OFF,0,76.04,74.634,50.794,0,80751.647,54938.735,4671.222,0,85422.869,54938.735,174.873,0,0,0,0,134.595,134.692,0,0,0,1369,62.34,112.376,67.814,140.492,139.836,138.242,134.509,127.927,126.563,67.866,29.206,10.83,0.001,0.007,0,1082.222,5000,250,0.985,50.036,80.974,-100027.773,-100066.012,500000,OFF,1063.4,Oil,-100066.012,-100066.012,134.598,0.094
7/16/2020,20:39:38,45120,Standby,OFF,,0,OFF,0,76.044,74.638,50.798,0,80755.912,54943,4671.222,0,85427.134,54943,174.873,0,0,0,0,134.577,134.692,0,0,0,1369,62.449,111.705,67.824,140.43,139.826,138.233,134.474,127.923,126.575,67.864,29.206,10.831,0.002,0.007,0,1082.222,5000,250,0.985,49.256,80.978,-100026.997,-100065.266,500000,OFF,1063.4,Oil,-100065.266,-100065.266,134.581,0.111
7/16/2020,20:40:38,45180,Standby,OFF,,0,OFF,0,76.048,74.642,50.802,0,80760.177,54947.265,4671.222,0,85431.399,54947.265,174.873,0,0,0,0,134.56,134.692,0,0,0,1369,62.562,111.048,67.824,140.381,139.811,138.211,134.459,127.9,126.595,67.862,29.206,10.832,0.001,0.007,0,1082.222,5000,250,0.985,48.486,80.974,-100024.215,-100062.581,500000,OFF,1063.4,Oil,-100062.581,-100062.581,134.576,0.116
7/16/2020,20:41:38,45240,Standby,OFF,,0,OFF,0,76.06,74.654,50.814,0,80772.971,54960.059,4671.222,0,85444.193,54960.059,174.873,0,0,0,0,134.514,134.692,0,0,0,1369,62.674,110.431,67.808,140.064,139.8,138.217,134.472,127.912,126.62,67.859,29.206,10.824,0.001,0.007,0,1082.222,5000,250,0.985,47.757,80.973,-100023.241,-100061.667,500000,OFF,1063.4,Oil,-100061.667,-100061.667,134.539,0.153
7/16/2020,20:42:38,45300,Standby,OFF,,0,OFF,0,76.068,74.662,50.822,0,80781.5,54968.588,4671.222,0,85452.722,54968.588,174.873,0,0,0,0,134.548,134.692,0,0,0,1369,62.78,109.858,67.779,140.211,139.801,138.203,134.473,127.945,126.654,67.859,29.206,10.826,0.001,0.007,0,1082.222,5000,250,0.985,47.078,80.977,-100023.013,-100061.447,500000,ON,1063.4,Oil,-100061.447,-100061.447,134.52,0.172
