Date,Time,Elapsed Time,Message,Burner/Lower Element,,Burner/Lower Element,Upper Element,Upper Element Corey,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Total Corr. Gas Cons Corey,Gas Rate (BTU/hr),Q Gas,Q Gas Corey,Q Elec,Q Elec Corey,Q Total,Q Total Corey,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Total Water Cons. @Inlet Corey,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg),
7/16/2020,8:55:38,2880.2,Standby,OFF,,0,OFF,0,45.576,44.725,20.885,0,48401.431,22588.519,4671.222,0,53072.653,22588.519,75.605,0,0,0,0,127.851,127.808,0,0,0,1369,59.404,122.547,68.844,129.863,129.512,128.745,127.508,125.927,125.548,69.067,29.194,10.803,-0.002,0.007,0,1081.103,5000,250,0.982,63.143,81.311,-100092.63,-100127.079,500000,OFF,1062.3,Oil,-100127.079,-100127.079,127.808,0
7/16/2020,8:56:38,2940.2,Standby,OFF,,0,OFF,0,45.58,44.729,20.889,0,48405.68,22592.768,4671.222,0,53076.901,22592.768,75.605,0,0,0,0,127.86,127.863,0,0,0,1369,59.575,121.65,68.753,129.875,129.503,128.773,127.479,125.875,125.654,69.073,29.194,10.829,-0.001,0.007,0,1081.103,5000,250,0.983,62.075,81.308,-100092.417,-100126.93,500000,OFF,1062.3,Oil,-100126.93,-100126.93,127.863,0
7/16/2020,8:57:38,3000.2,Standby,OFF,,0,OFF,0,45.588,44.737,20.897,0,48414.177,22601.265,4671.222,0,53085.399,22601.265,75.605,0,0,0,0,127.869,127.874,0,0,0,1369,59.738,120.841,68.779,129.885,129.516,128.769,127.545,125.789,125.707,69.07,29.194,10.829,-0.001,0.007,0,1081.103,5000,250,0.983,61.103,81.296,-100094.419,-100128.91,500000,OFF,1062.3,Oil,-100128.91,-100128.91,127.872,0.002
7/16/2020,8:58:38,3060.2,Standby,OFF,,0,OFF,0,45.596,44.745,20.905,0,48422.675,22609.763,4671.222,0,53093.897,22609.763,75.605,0,0,0,0,127.888,127.88,0,0,0,1369,59.905,119.999,68.752,129.91,129.514,128.782,127.549,125.821,125.752,69.075,29.194,10.831,-0.001,0.007,0,1081.103,5000,250,0.983,60.094,81.292,-100097.377,-100132.068,500000,OFF,1062.3,Oil,-100132.068,-100132.068,127.88,0
7/16/2020,8:59:38,3120.2,Standby,OFF,,0,OFF,0,45.6,44.749,20.909,0,48426.924,22614.012,4671.222,0,53098.146,22614.012,75.605,0,0,0,0,127.939,127.927,0,0,0,1369,60.069,119.182,68.69,129.926,129.514,128.799,127.525,126.019,125.853,69.085,29.194,10.831,-0.001,0.007,0,1081.103,5000,250,0.983,59.113,81.286,-100100.689,-100135.44,500000,OFF,1062.3,Oil,-100135.44,-100135.44,127.927,0
7/16/2020,9:00:38,3180.2,Standby,OFF,,0,OFF,0,45.604,44.753,20.913,0,48431.172,22618.26,4671.222,0,53102.394,22618.26,75.605,0,0,0,0,127.955,127.944,0,0,0,1369,60.22,118.415,68.675,129.942,129.539,128.807,127.538,126.041,125.859,69.091,29.194,10.822,-0.001,0.007,0,1081.103,5000,250,0.982,58.194,81.278,-100101.489,-100136.403,500000,OFF,1062.3,Oil,-100136.403,-100136.403,127.944,0
7/16/2020,9:01:38,3240.2,Standby,OFF,,0,OFF,0,45.616,44.764,20.924,0,48443.918,22631.006,4671.222,0,53115.14,22631.006,75.605,0,0,0,0,127.952,127.957,0,0,0,1369,60.365,117.639,68.707,129.931,129.51,128.793,127.505,126.093,125.882,69.09,29.194,10.823,-0.001,0.007,0,1081.103,5000,250,0.982,57.274,81.271,-100102.299,-100137.454,500000,OFF,1062.3,Oil,-100137.454,-100137.454,127.957,0
7/16/2020,9:02:38,3300.2,Standby,OFF,,0,OFF,0,45.624,44.772,20.932,0,48452.416,22639.504,4671.222,0,53123.638,22639.504,75.605,0,0,0,0,127.953,127.967,0,0,0,1369,60.516,116.879,68.672,129.935,129.504,128.774,127.53,126.069,125.904,69.09,29.194,10.824,-0.001,0.007,0,1081.103,5000,250,0.982,56.363,81.265,-100103.79,-100138.991,500000,OFF,1062.3,Oil,-100138.991,-100138.991,127.967,0
7/16/2020,9:03:38,3360.2,Standby,OFF,,0,OFF,0,45.632,44.78,20.94,0,48460.913,22648.001,4671.222,0,53132.135,22648.001,75.605,0,0,0,0,127.975,127.968,0,0,0,1369,60.664,116.129,68.682,129.932,129.509,128.782,127.534,126.083,126.011,69.085,29.194,10.817,-0.001,0.007,0,1081.103,5000,250,0.982,55.465,81.258,-100107.179,-100142.349,500000,OFF,1062.3,Oil,-100142.349,-100142.349,127.964,0.004
7/16/2020,9:04:38,3420.2,Standby,OFF,,0,OFF,0,45.644,44.792,20.952,0,48473.658,22660.746,4671.222,0,53144.88,22660.746,75.605,0,0,0,0,127.983,127.999,0,0,0,1369,60.808,115.405,68.684,129.887,129.503,128.784,127.539,126.164,126.019,69.083,29.194,10.818,-0.001,0.007,0,1081.001,5000,250,0.982,54.596,81.255,-100110.629,-100145.85,500000,OFF,1062.2,Oil,-100145.85,-100145.85,127.999,0
7/16/2020,9:05:38,3480.2,Standby,OFF,,0,OFF,0,45.652,44.8,20.96,0,48482.155,22669.243,4671.222,0,53153.377,22669.243,75.605,0,0,0,0,127.99,127.999,0,0,0,1369,60.956,114.695,68.705,129.871,129.513,128.795,127.542,126.218,125.998,69.087,29.194,10.822,-0.001,0.007,0,1081.001,5000,250,0.982,53.738,81.246,-100111.508,-100146.707,500000,OFF,1062.2,Oil,-100146.707,-100146.707,127.983,0.016
7/16/2020,9:06:38,3540.2,Standby,OFF,,0,OFF,0,45.66,44.808,20.968,0,48490.651,22677.739,4671.222,0,53161.873,22677.739,75.605,0,0,0,0,127.997,127.999,0,0,0,1369,61.095,114.001,68.756,129.868,129.495,128.807,127.512,126.226,126.073,69.092,29.194,10.781,-0.001,0.007,0,1081.001,5000,250,0.982,52.906,81.236,-100116.078,-100151.094,500000,OFF,1062.2,Oil,-100151.094,-100151.094,127.996,0.003
7/16/2020,9:07:38,3600.2,Standby,OFF,,0,OFF,0,45.664,44.812,20.972,0,48494.9,22681.988,4671.222,0,53166.122,22681.988,75.605,0,0,0,0,128.028,128.017,0,0,0,1369,61.238,113.333,68.799,129.887,129.518,128.791,127.558,126.329,126.084,69.094,29.194,10.828,-0.001,0.007,0,1081.001,5000,250,0.982,52.095,81.231,-100120.981,-100155.983,500000,OFF,1062.2,Oil,-100155.983,-100155.983,128.017,0
7/16/2020,9:08:38,3660.2,Standby,OFF,,0,OFF,0,45.672,44.819,20.979,0,48503.396,22690.484,4671.222,0,53174.618,22690.484,75.605,0,0,0,0,128.016,128.019,0,0,0,1369,61.38,112.655,68.831,129.859,129.476,128.803,127.511,126.336,126.11,69.094,29.194,10.818,-0.002,0.007,0,1081.001,5000,250,0.982,51.275,81.225,-100121.925,-100156.953,500000,OFF,1062.2,Oil,-100156.953,-100156.953,128.008,0.011
7/16/2020,9:09:38,3720.2,Standby,OFF,,0,OFF,0,45.68,44.827,20.987,0,48511.893,22698.981,4671.222,0,53183.114,22698.981,75.605,0,0,0,0,128.038,128.026,0,0,0,1369,61.52,112.005,68.795,129.872,129.495,128.808,127.551,126.371,126.132,69.095,29.194,10.818,-0.001,0.007,0,1081.001,5000,250,0.982,50.485,81.217,-100126.661,-100161.533,500000,OFF,1062.2,Oil,-100161.533,-100161.533,128.026,0
7/16/2020,9:10:38,3780.2,Standby,OFF,,0,OFF,0,45.684,44.831,20.991,0,48516.141,22703.229,4671.222,0,53187.363,22703.229,75.605,0,0,0,0,128.022,128.028,0,0,0,1369,61.656,111.361,68.699,129.813,129.473,128.772,127.533,126.396,126.143,69.093,29.194,10.816,-0.001,0.007,0,1081.001,5000,250,0.982,49.705,81.208,-100127.674,-100162.501,500000,OFF,1062.2,Oil,-100162.501,-100162.501,128.023,0.005
7/16/2020,9:11:38,3840.2,Standby,OFF,,0,OFF,0,45.692,44.839,20.999,0,48524.637,22711.725,4671.222,0,53195.859,22711.725,75.605,0,0,0,0,128.03,128.029,0,0,0,1369,61.785,110.738,68.671,129.817,129.472,128.783,127.553,126.4,126.158,69.087,29.194,10.819,-0.002,0.007,0,1081.001,5000,250,0.982,48.953,81.199,-100129.308,-100164.06,500000,OFF,1062.2,Oil,-100164.06,-100164.06,128.029,0
7/16/2020,9:12:38,3900.2,Standby,OFF,,0,OFF,0,45.696,44.843,21.003,0,48528.886,22715.974,4671.222,0,53200.107,22715.974,75.605,0,0,0,0,128.056,128.041,0,0,0,1369,61.911,110.119,68.581,129.865,129.483,128.793,127.564,126.447,126.184,69.082,29.194,10.823,-0.002,0.007,0,1081.001,5000,250,0.982,48.207,81.194,-100136.409,-100171.141,500000,OFF,1062.2,Oil,-100171.141,-100171.141,128.041,0
7/16/2020,9:13:38,3960,Standby,OFF,,0,OFF,0,45.704,44.851,21.011,0,48537.382,22724.47,4671.222,0,53208.604,22724.47,75.605,0,0,0,0,128.034,128.043,0,0,0,1369,62.036,109.521,68.586,129.779,129.474,128.776,127.526,126.454,126.199,69.078,29.194,10.825,-0.002,0.007,0,1081.001,5000,250,0.983,47.485,81.186,-100136.781,-100171.631,500000,OFF,1062.2,Oil,-100171.631,-100171.631,128.035,0.008
7/16/2020,9:14:38,4020,Standby,OFF,,0,OFF,0,45.708,44.855,21.015,0,48541.631,22728.719,4671.222,0,53212.853,22728.719,75.605,0,0,0,0,128.029,128.043,0,0,0,1369,62.168,108.934,68.549,129.767,129.441,128.761,127.525,126.475,126.207,69.074,29.194,10.827,-0.002,0.007,0,1081.001,5000,250,0.983,46.765,81.177,-100135.859,-100170.73,500000,OFF,1062.2,Oil,-100170.73,-100170.73,128.04,0.003
7/16/2020,9:15:38,4080,Standby,OFF,,0,OFF,0,45.716,44.863,21.023,0,48550.128,22737.216,4671.222,0,53221.35,22737.216,75.605,0,0,0,0,128.03,128.043,0,0,0,1369,62.292,108.353,68.512,129.718,129.458,128.761,127.515,126.49,126.236,69.058,29.194,10.829,-0.002,0.007,0,1081.001,5000,250,0.983,46.061,81.168,-100136.501,-100171.481,500000,OFF,1062.2,Oil,-100171.481,-100171.481,128.037,0.006
7/16/2020,9:16:38,4140,Standby,OFF,,0,OFF,0,45.724,44.87,21.03,0,48558.625,22745.713,4671.222,0,53229.847,22745.713,75.605,0,0,0,0,128.016,128.043,0,0,0,1369,62.411,107.762,68.44,129.623,129.443,128.754,127.53,126.505,126.243,69.047,29.194,10.818,-0.002,0.007,0,1081.001,5000,250,0.983,45.351,81.16,-100136.172,-100171.338,500000,OFF,1062.2,Oil,-100171.338,-100171.338,128.022,0.021
7/16/2020,9:17:38,4200,Standby,OFF,,0,OFF,0,45.732,44.878,21.038,0,48567.122,22754.21,4671.222,0,53238.344,22754.21,75.605,0,0,0,0,128.034,128.043,0,0,0,1369,62.528,107.173,68.345,129.654,129.454,128.773,127.53,126.524,126.271,69.028,29.194,10.817,-0.002,0.007,0,1081.001,5000,250,0.983,44.645,81.152,-100139.408,-100174.747,500000,OFF,1062.2,Oil,-100174.747,-100174.747,128.029,0.014
7/16/2020,9:18:38,4260,Standby,OFF,,0,OFF,0,45.74,44.886,21.046,0,48575.62,22762.708,4671.222,0,53246.842,22762.708,75.605,0,0,0,0,128.016,128.043,0,0,0,1369,62.639,106.616,68.328,129.61,129.433,128.751,127.503,126.521,126.28,69.011,29.194,10.809,-0.002,0.007,0,1081.001,5000,250,0.983,43.976,81.143,-100134.915,-100170.598,500000,OFF,1062.2,Oil,-100170.598,-100170.598,128.026,0.017
7/16/2020,9:19:38,4320,Standby,OFF,,0,OFF,0,45.752,44.898,21.058,0,48588.366,22775.454,4671.222,0,53259.588,22775.454,75.605,0,0,0,0,128.031,128.043,0,0,0,1369,62.756,106.087,68.339,129.625,129.429,128.765,127.513,126.538,126.319,68.996,29.194,10.815,-0.002,0.007,0,1081.001,5000,250,0.983,43.33,81.13,-100138.012,-100173.906,500000,OFF,1062.2,Oil,-100173.906,-100173.906,128.023,0.02
7/16/2020,9:20:38,4380,Standby,OFF,,0,OFF,0,45.76,44.906,21.066,0,48596.864,22783.952,4671.222,0,53268.086,22783.952,75.605,0,0,0,0,128,128.043,0,0,0,1369,62.87,105.561,68.285,129.481,129.419,128.739,127.517,126.544,126.304,68.978,29.194,10.818,-0.002,0.007,0,1081.001,5000,250,0.983,42.692,81.124,-100134.804,-100170.893,500000,OFF,1062.2,Oil,-100170.893,-100170.893,128.012,0.031
7/16/2020,9:21:38,4440,Standby,OFF,,0,OFF,0,45.772,44.918,21.078,0,48609.612,22796.7,4671.222,0,53280.834,22796.7,75.605,0,0,0,0,128.015,128.043,0,0,0,1369,62.975,105.051,68.269,129.567,129.406,128.741,127.483,126.557,126.336,68.964,29.194,10.822,-0.002,0.007,0,1081.001,5000,250,0.983,42.075,81.115,-100133.567,-100169.899,500000,OFF,1062.2,Oil,-100169.899,-100169.899,128.012,0.031
7/16/2020,9:22:38,4500,Standby,OFF,,0,OFF,0,45.776,44.922,21.082,0,48613.861,22800.949,4671.222,0,53285.083,22800.949,75.605,0,0,0,0,128.024,128.043,0,0,0,1369,63.079,104.54,68.228,129.541,129.403,128.759,127.5,126.577,126.366,68.945,29.194,10.825,-0.002,0.007,0,1081.001,5000,250,0.983,41.461,81.104,-100135.156,-100171.66,500000,OFF,1062.2,Oil,-100171.66,-100171.66,128.023,0.02
7/16/2020,9:23:38,4560,Standby,OFF,,0,OFF,0,45.784,44.929,21.089,0,48622.36,22809.448,4671.222,0,53293.582,22809.448,75.605,0,0,0,0,128.014,128.043,0,0,0,1369,63.187,104.044,68.177,129.488,129.401,128.737,127.503,126.588,126.368,68.935,29.194,10.825,-0.002,0.007,0,1081.001,5000,250,0.983,40.858,81.098,-100132.899,-100169.491,500000,OFF,1062.2,Oil,-100169.491,-100169.491,128.018,0.025
7/16/2020,9:24:38,4620,Standby,OFF,,0,OFF,0,45.792,44.937,21.097,0,48630.86,22817.948,4671.222,0,53302.081,22817.948,75.605,0,0,0,0,128.009,128.043,0,0,0,1369,63.285,103.54,68.157,129.474,129.384,128.74,127.488,126.583,126.387,68.92,29.194,10.824,-0.002,0.007,0,1081.001,5000,250,0.983,40.256,81.091,-100129.535,-100166.378,500000,OFF,1062.2,Oil,-100166.378,-100166.378,128.016,0.027
7/16/2020,9:25:38,4680,Standby,OFF,,0,OFF,0,45.796,44.941,21.101,0,48635.109,22822.197,4671.222,0,53306.331,22822.197,75.605,0,0,0,0,128.023,128.043,0,0,0,1369,63.383,103.056,68.14,129.527,129.382,128.726,127.491,126.61,126.403,68.903,29.194,10.824,-0.002,0.007,0,1081.001,5000,250,0.983,39.672,81.081,-100130.218,-100167.161,500000,OFF,1062.2,Oil,-100167.161,-100167.161,128.017,0.026
7/16/2020,9:26:38,4740,Standby,OFF,,0,OFF,0,45.8,44.945,21.105,0,48639.359,22826.447,4671.222,0,53310.581,22826.447,75.605,0,0,0,0,128.026,128.043,0,0,0,1369,63.484,102.558,68.101,129.503,129.383,128.738,127.48,126.634,126.418,68.882,29.194,10.823,-0.002,0.007,0,1081.001,5000,250,0.983,39.074,81.073,-100129.218,-100166.425,500000,OFF,1062.2,Oil,-100166.425,-100166.425,128.022,0.021
7/16/2020,9:27:38,4800,Standby,OFF,,0,OFF,0,45.808,44.953,21.113,0,48647.859,22834.947,4671.222,0,53319.081,22834.947,75.605,0,0,0,0,128.02,128.043,0,0,0,1369,63.577,102.095,68.04,129.443,129.387,128.724,127.492,126.623,126.448,68.865,29.194,10.821,-0.002,0.007,0,1081.001,5000,250,0.983,38.518,81.064,-100126.94,-100164.302,500000,OFF,1062.2,Oil,-100164.302,-100164.302,128.016,0.027
7/16/2020,9:28:38,4860,Standby,OFF,,0,OFF,0,45.816,44.961,21.121,0,48656.36,22843.448,4671.222,0,53327.581,22843.448,75.605,0,0,0,0,127.945,128.043,0,0,0,1369,63.672,101.647,67.999,129.075,129.356,128.713,127.448,126.63,126.45,68.846,29.194,10.82,-0.002,0.007,0,1081.001,5000,250,0.983,37.975,81.055,-100122.257,-100159.785,500000,OFF,1062.2,Oil,-100159.785,-100159.785,127.963,0.08
7/16/2020,9:29:38,4920,Standby,OFF,,0,OFF,0,45.82,44.965,21.125,0,48660.61,22847.698,4671.222,0,53331.832,22847.698,75.605,0,0,0,0,127.985,128.043,0,0,0,1369,63.768,101.195,68.006,129.305,129.346,128.709,127.477,126.626,126.45,68.825,29.194,10.824,-0.002,0.007,0,1081.001,5000,250,0.983,37.427,81.038,-100120.887,-100158.533,500000,OFF,1062.2,Oil,-100158.533,-100158.533,127.976,0.067
7/16/2020,9:30:38,4980,Standby,OFF,,0,OFF,0,45.824,44.969,21.129,0,48664.86,22851.948,4671.222,0,53336.082,22851.948,75.605,0,0,0,0,128.017,128.043,0,0,0,1369,63.859,100.783,67.916,129.401,129.363,128.721,127.479,126.646,126.49,68.808,29.194,10.824,-0.002,0.007,0,1081.001,5000,250,0.983,36.924,81.026,-100121.73,-100159.471,500000,OFF,1062.2,Oil,-100159.471,-100159.471,128.008,0.035
7/16/2020,9:31:38,5040.1,Standby,OFF,,0,OFF,0,45.832,44.977,21.137,0,48673.361,22860.449,4671.222,0,53344.583,22860.449,75.605,0,0,0,0,128.026,128.043,0,0,0,1369,63.949,100.416,67.875,129.397,129.352,128.731,127.496,126.68,126.499,68.788,29.194,10.815,-0.002,0.007,0,1081.001,5000,250,0.983,36.467,81.013,-100120.554,-100158.577,500000,OFF,1062.2,Oil,-100158.577,-100158.577,128.004,0.039
7/16/2020,9:32:38,5100.1,Standby,OFF,,0,OFF,0,45.844,44.988,21.148,0,48686.114,22873.202,4671.222,0,53357.335,22873.202,75.605,0,0,0,0,127.996,128.043,0,0,0,1369,64.032,100.051,67.861,129.357,129.336,128.696,127.433,126.66,126.496,68.767,29.194,10.804,-0.002,0.007,0,1080.899,5000,250,0.983,36.019,80.997,-100113.263,-100151.427,500000,OFF,1062.1,Oil,-100151.427,-100151.427,128.006,0.037
7/16/2020,9:33:38,5160.1,Standby,OFF,,0,OFF,0,45.852,44.996,21.156,0,48694.615,22881.703,4671.222,0,53365.836,22881.703,75.605,0,0,0,0,127.985,128.043,0,0,0,1369,64.117,99.639,67.866,129.276,129.319,128.693,127.45,126.662,126.507,68.752,29.194,10.816,-0.002,0.007,0,1080.899,5000,250,0.983,35.522,80.983,-100110.436,-100148.732,500000,OFF,1062.1,Oil,-100148.732,-100148.732,127.995,0.048
7/16/2020,9:34:38,5220.1,Standby,OFF,,0,OFF,0,45.864,45.008,21.168,0,48707.366,22894.454,4671.222,0,53378.588,22894.454,75.605,0,0,0,0,127.965,128.043,0,0,0,1369,64.199,99.204,67.788,129.14,129.351,128.682,127.43,126.68,126.507,68.732,29.194,10.819,-0.002,0.007,0,1080.899,5000,250,0.983,35.006,80.969,-100109.445,-100147.86,500000,OFF,1062.1,Oil,-100147.86,-100147.86,127.971,0.072
7/16/2020,9:35:38,5280.1,Standby,OFF,,0,OFF,0,45.872,45.016,21.176,0,48715.868,22902.956,4671.222,0,53387.09,22902.956,75.605,0,0,0,0,127.957,128.043,0,0,0,1369,64.279,98.814,67.76,129.189,129.3,128.676,127.411,126.668,126.5,68.715,29.194,10.823,-0.002,0.007,0,1080.899,5000,250,0.983,34.536,80.952,-100103.664,-100142.217,500000,OFF,1062.1,Oil,-100142.217,-100142.217,127.972,0.071
7/16/2020,9:36:38,5340.1,Standby,OFF,,0,OFF,0,45.88,45.024,21.184,0,48724.37,22911.458,4671.222,0,53395.592,22911.458,75.605,0,0,0,0,127.985,128.043,0,0,0,1369,64.365,98.397,67.789,129.277,129.304,128.677,127.432,126.694,126.528,68.696,29.194,10.812,-0.002,0.007,0,1080.899,5000,250,0.983,34.032,80.94,-100101.795,-100140.366,500000,OFF,1062.1,Oil,-100140.366,-100140.366,127.982,0.061
7/16/2020,9:37:38,5400.1,Standby,OFF,,0,OFF,0,45.888,45.032,21.192,0,48732.872,22919.96,4671.222,0,53404.094,22919.96,75.605,0,0,0,0,127.97,128.043,0,0,0,1369,64.443,97.994,67.819,129.172,129.29,128.681,127.436,126.703,126.536,68.676,29.194,10.81,-0.001,0.007,0,1080.899,5000,250,0.983,33.551,80.927,-100102.009,-100140.71,500000,ON,1062.1,Oil,-100140.71,-100140.71,127.976,0.067
7/16/2020,9:38:38,5460.1,Standby,OFF,,0,OFF,0,45.892,45.036,21.196,0,48737.123,22924.211,4671.222,0,53408.345,22924.211,77.104,1.677,1.668,0,0,127.984,128.043,0,0,0,1369,58.466,97.557,67.835,129.266,129.307,128.675,127.417,126.697,126.545,68.659,29.194,10.816,-0.001,0.007,0,1080.899,5000,250,0.983,39.091,70.644,-100100.018,-100138.693,500000,ON,1062.1,Oil,-100138.693,-100138.693,127.975,0.068
7/16/2020,9:39:38,5520.1,Standby,OFF,,0,OFF,0,45.9,45.043,21.203,0,48745.626,22932.714,4671.222,0,53416.848,22932.714,78.809,1.717,1.707,0,0,127.986,128.043,0,0,0,1369,57.973,97.22,67.847,129.28,129.304,128.672,127.398,126.707,126.556,68.63,29.194,10.819,-0.001,0.007,0,1080.899,5000,250,0.983,39.247,71.274,-100099.759,-100138.471,500000,ON,1062.1,Oil,-100138.471,-100138.471,127.983,0.06
7/16/2020,9:40:38,5580.1,Standby,OFF,,0,OFF,0,45.908,45.051,21.211,0,48754.129,22941.217,4671.222,0,53425.351,22941.217,80.527,1.721,1.712,0,0,127.974,128.043,0,0,0,1369,57.849,96.856,67.815,129.259,129.299,128.654,127.384,126.704,126.544,68.604,29.194,10.822,-0.001,0.007,0,1080.899,5000,250,0.983,39.008,71.233,-100095.206,-100133.705,500000,ON,1062.1,Oil,-100133.705,-100133.705,127.99,0.053
7/16/2020,9:41:38,5640.1,Standby,OFF,,0,OFF,0,45.912,45.055,21.215,0,48758.381,22945.469,4671.222,0,53429.603,22945.469,82.249,1.725,1.716,0,0,127.982,128.043,0,0,0,1369,57.811,96.516,67.819,129.236,129.272,128.675,127.402,126.727,126.579,68.57,29.194,10.82,-0.001,0.007,0,1080.899,5000,250,0.983,38.706,71.263,-100096.935,-100135.421,500000,ON,1062.1,Oil,-100135.421,-100135.421,127.975,0.068
7/16/2020,9:42:38,5700.1,Standby,OFF,,0,OFF,0,45.916,45.059,21.219,0,48762.633,22949.721,4671.222,0,53433.855,22949.721,83.975,1.733,1.724,0,0,127.962,128.043,0,0,0,1369,57.795,96.163,67.795,129.183,129.244,128.651,127.4,126.726,126.571,68.539,29.194,10.822,-0.001,0.007,0,1080.899,5000,250,0.984,38.367,71.242,-100094.54,-100132.986,500000,ON,1062.1,Oil,-100132.986,-100132.986,127.969,0.074
7/16/2020,9:43:38,5760.1,Standby,OFF,,0,OFF,0,45.924,45.067,21.227,0,48771.138,22958.226,4671.222,0,53442.36,22958.226,85.707,1.733,1.724,0,0,127.963,128.043,0,0,0,1369,57.781,95.835,67.776,129.17,129.26,128.658,127.376,126.733,126.582,68.506,29.194,10.815,-0.002,0.007,0,1080.899,5000,250,0.984,38.054,71.094,-100096.063,-100134.435,500000,ON,1062.1,Oil,-100134.435,-100134.435,127.963,0.08
7/16/2020,9:44:38,5820.1,Standby,OFF,,0,OFF,0,45.932,45.075,21.235,0,48779.643,22966.731,4671.222,0,53450.865,22966.731,87.442,1.737,1.728,0,0,127.956,128.043,0,0,0,1369,57.757,95.502,67.796,129.152,129.273,128.645,127.35,126.739,126.575,68.474,29.194,10.815,-0.002,0.007,0,1080.899,5000,250,0.984,37.745,71.226,-100092.521,-100130.831,500000,ON,1062.1,Oil,-100130.831,-100130.831,127.963,0.08
7/16/2020,9:45:38,5880.1,Standby,OFF,,0,OFF,0,45.936,45.079,21.239,0,48783.896,22970.984,4671.222,0,53455.118,22970.984,89.178,1.737,1.726,0,0,127.965,128.043,0,0,0,1369,57.773,95.169,67.779,129.137,129.241,128.644,127.406,126.76,126.602,68.445,29.194,10.823,-0.001,0.007,0,1080.899,5000,250,0.984,37.396,71.245,-100095.974,-100134.078,500000,ON,1062.1,Oil,-100134.078,-100134.078,127.95,0.093
7/16/2020,9:46:38,5940.1,Standby,OFF,,0,OFF,0,45.944,45.087,21.247,0,48792.402,22979.49,4671.222,0,53463.624,22979.49,90.915,1.741,1.732,0,0,127.955,128.043,0,0,0,1369,57.76,94.857,67.728,129.104,129.236,128.639,127.362,126.769,126.617,68.413,29.194,10.814,-0.001,0.007,0,1080.899,5000,250,0.984,37.097,71.275,-100094.826,-100132.917,500000,ON,1062.1,Oil,-100132.917,-100132.917,127.95,0.093
7/16/2020,9:47:38,6000.1,Standby,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,92.632,1.717,1.708,0,0,127.932,128.043,0,0,0,1369,57.777,94.59,67.711,129.032,129.202,128.624,127.356,126.764,126.616,68.375,29.194,10.82,-0.001,0.007,0,1080.899,5000,250,0.984,36.812,71.264,-100091.743,-100129.71,500000,ON,1062.1,Oil,-100129.71,-100129.71,127.942,0.101
7/16/2020,9:47:38,6000.3,Draw Start 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,92.638,1.713,1.704,64.792,0,127.931,128.043,0,0,0,1369,57.777,94.59,67.711,129.029,129.2,128.625,127.357,126.762,126.615,68.375,29.194,10.82,-0.001,0.007,0,1080.899,5000,250,0.984,36.812,71.264,-100090.911,-100128.874,500000,OFF,1062.1,Oil,-100128.874,-100128.874,127.942,0.101
7/16/2020,9:47:43,6005.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,92.78,1.71,1.7,64.934,0.142,127.941,128.043,0,0,0,1369,57.771,106.096,67.712,129.055,129.219,128.629,127.364,126.772,126.608,68.374,29.194,10.817,-0.001,0.007,0,1080.899,5000,250,0.984,48.325,71.217,-100095.021,-100133.049,500000,OFF,1062.1,Oil,-100133.049,-100133.049,127.942,0.101
7/16/2020,9:47:46,6008.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,92.865,1.704,1.688,65.018,0.226,127.914,128.043,0,0,0,1369,57.766,122.68,67.71,129.042,129.2,128.611,127.326,126.756,126.548,68.37,29.194,10.818,-0.001,0.007,0,1080.899,5000,250,0.984,64.914,71.259,-100089.174,-100127.254,500000,OFF,1062.1,Oil,-100127.254,-100127.254,127.941,0.102
7/16/2020,9:47:49,6011.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,92.949,1.673,1.653,65.101,0.309,127.932,128.043,0,0,0,1369,57.774,127.167,67.708,129.073,129.212,128.621,127.337,126.78,126.57,68.371,29.194,10.818,-0.001,0.007,0,1080.899,5000,250,0.984,69.394,71.321,-100094.691,-100132.662,500000,OFF,1062.1,Oil,-100132.662,-100132.662,127.94,0.103
