Version: ,2.15.1031.19, , , , , 
Water Heater Test Report, ,,,,,
Test Procedure,DOE UEF 1st Hour (Storage),,,,,
, ,,,,,
File Name:,UEFFHRgasST-3-GE3-1102.csv,,,,,
Test Start Date & Time:,7/10/2020 11:00:40,,,,,
Test Name:,UEFFHRgasST-3-GE3-1102,,,,,
Operator:,Ashley Cocita,,,,,
Station and Location: ,Cleveland - 3,,,,,
Manufacturer:,GE,,,,,
Model Number:,40T-12BXR01,,,,,
Serial Number:,PROTO,,,,,
UEF Water Heater Type:, ,,,,,
Heating Method:,Nat/LP gas,,,,,
Water Heater Description:,40136 BTU/15 min,,,,,
Vst:,38.35,,,,,
Predraws Selected: ,0,,,,,
 , ,,,,,
Thermocouple Tree: ,Hulk Hogan,,,,,
 ,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6
Probe Heights: ,0.00,0.00,0.00,0.00,0.00,0.00
Date,Time,Elapsed Time,Message,Burner/Lower Element,Upper Element,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Gas Rate (BTU/hr),Q Gas,Q Elec,Q Total,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg)
7/10/2020,11:10:15,575.2,Draw,ON,OFF,10.488,10.258,40529.353,11139.755,-11.371,11128.384,65.343,3.043,3.007,64.578,91.693,130.866,0.096,0.000,-0.000,-3.333,57.726,124.656,66.755,123.815,102.330,88.342,79.625,78.796,77.250,67.015,29.038,9.446,3.942,0.008,0.000,1086.089,5000.000,250.000,0.978,66.930,72.995,-99621.791,-99657.644,500000.000,OFF,1067.200,Oil,-99657.644,-99657.644,93.328
7/10/2020,11:10:20,580.2,Draw,ON,OFF,10.532,10.301,40258.430,11186.486,-11.371,11175.115,65.597,3.044,3.008,64.828,91.302,130.866,0.096,0.000,-0.000,-3.333,57.726,124.340,66.755,123.355,101.670,88.047,79.542,78.501,76.696,67.015,29.038,9.445,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,66.613,72.979,-99616.434,-99652.344,500000.000,OFF,1067.200,Oil,-99652.344,-99652.344,93.025
7/10/2020,11:10:25,585.2,Draw,ON,OFF,10.592,10.360,40508.346,11250.211,-11.371,11238.840,65.851,3.047,3.012,65.079,90.998,130.866,0.096,0.000,-0.000,-3.333,57.719,124.080,66.759,122.881,101.051,87.753,79.453,78.393,76.456,67.016,29.038,9.447,3.948,0.008,0.000,1086.089,5000.000,250.000,0.978,66.361,72.975,-99621.495,-99657.433,500000.000,OFF,1067.200,Oil,-99657.433,-99657.433,92.723
7/10/2020,11:10:30,590.2,Draw,ON,OFF,10.640,10.407,40279.306,11301.191,-11.371,11289.820,66.105,3.047,3.012,65.330,90.773,130.866,0.096,0.000,-0.000,-3.333,57.712,123.916,66.756,122.478,100.241,87.491,79.421,78.270,76.735,67.015,29.038,9.445,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,66.204,72.972,-99621.506,-99657.453,500000.000,OFF,1067.200,Oil,-99657.453,-99657.453,92.434
7/10/2020,11:10:35,595.2,Draw,ON,OFF,10.700,10.465,40571.481,11364.915,-11.371,11353.544,66.359,3.047,3.012,65.581,90.546,130.866,0.096,0.000,-0.000,-3.333,57.724,123.614,66.747,122.263,99.508,87.281,79.357,78.203,76.665,67.016,29.038,9.446,3.963,0.008,0.000,1086.089,5000.000,250.000,0.978,65.890,72.962,-99623.021,-99658.958,500000.000,OFF,1067.200,Oil,-99658.958,-99658.958,92.154
7/10/2020,11:10:40,600.2,Draw,ON,OFF,10.744,10.508,40217.194,11411.647,-11.371,11400.276,66.612,3.046,3.011,65.832,90.325,130.866,0.096,0.000,-0.000,-3.333,57.727,123.344,66.748,121.914,98.805,87.055,79.250,78.177,76.750,67.016,29.038,9.447,3.948,0.008,0.000,1086.089,5000.000,250.000,0.978,65.617,72.981,-99620.558,-99656.500,500000.000,OFF,1067.200,Oil,-99656.500,-99656.500,91.882
7/10/2020,11:10:45,605.2,Draw,ON,OFF,10.808,10.571,40613.308,11479.620,-11.371,11468.249,66.866,3.045,3.011,66.083,89.941,130.866,0.096,0.000,-0.000,-3.333,57.722,123.055,66.750,121.321,98.091,86.756,79.258,78.017,76.205,67.018,29.038,9.447,3.959,0.008,0.000,1086.089,5000.000,250.000,0.978,65.332,72.972,-99621.135,-99657.005,500000.000,OFF,1067.200,Oil,-99657.005,-99657.005,91.610
7/10/2020,11:10:50,610.2,Draw,ON,OFF,10.852,10.614,40237.604,11526.351,-11.371,11514.980,67.120,3.046,3.012,66.334,89.767,130.866,0.096,0.000,-0.000,-3.333,57.731,122.668,66.750,120.884,97.689,86.479,79.216,77.836,76.500,67.019,29.038,9.448,3.960,0.008,0.000,1086.089,5000.000,250.000,0.978,64.937,72.978,-99621.692,-99657.533,500000.000,OFF,1067.200,Oil,-99657.533,-99657.533,91.329
7/10/2020,11:10:55,615.2,Draw,ON,OFF,10.908,10.669,40508.411,11585.827,-11.371,11574.456,67.374,3.047,3.012,66.585,89.531,130.866,0.096,0.000,-0.000,-3.333,57.728,122.441,66.753,120.399,97.257,86.275,79.096,77.683,76.477,67.019,29.038,9.447,3.956,0.008,0.000,1086.089,5000.000,250.000,0.978,64.712,72.966,-99620.918,-99656.728,500000.000,OFF,1067.200,Oil,-99656.728,-99656.728,91.050
7/10/2020,11:11:00,620.2,Draw,ON,OFF,10.956,10.716,40237.548,11636.807,-11.371,11625.436,67.628,3.046,3.012,66.836,89.412,130.866,0.096,0.000,-0.000,-3.333,57.735,122.227,66.759,119.837,96.756,86.023,79.161,77.775,76.921,67.020,29.038,9.448,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,64.493,72.956,-99618.455,-99654.318,500000.000,OFF,1067.200,Oil,-99654.318,-99654.318,90.793
7/10/2020,11:11:05,625.2,Draw,ON,OFF,11.012,10.770,40403.413,11696.283,-11.371,11684.912,67.882,3.049,3.015,67.087,89.103,130.866,0.096,0.000,-0.000,-3.333,57.722,121.772,66.759,119.032,96.189,85.796,79.167,77.612,76.821,67.019,29.038,9.447,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,64.050,72.951,-99619.717,-99655.685,500000.000,OFF,1067.200,Oil,-99655.685,-99655.685,90.549
7/10/2020,11:11:07,627.0,End of Draw,ON,OFF,11.032,10.790,40486.972,11717.524,-11.371,11706.153,67.973,3.049,3.016,67.178,88.998,130.866,0.096,0.000,-0.000,-3.333,57.725,121.471,66.762,118.725,96.004,85.752,79.144,77.517,76.843,67.020,29.038,9.448,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,63.745,72.950,-99623.167,-99659.004,500000.000,OFF,1067.200,Oil,-99659.004,-99659.004,90.451
7/10/2020,11:11:07,627.2,Wait for Cutout,ON,OFF,11.036,10.794,40508.126,11721.773,-11.371,11710.402,67.984,3.049,3.016,67.188,88.998,130.866,0.096,0.000,-0.000,-3.333,57.725,121.471,66.762,118.725,96.004,85.752,79.144,77.517,76.843,67.020,29.038,9.448,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,63.745,72.950,-99623.167,-99659.004,500000.000,OFF,1067.200,Oil,-99659.004,-99659.004,90.451
7/10/2020,11:11:11,631.4,Flow End,ON,OFF,11.072,10.829,40155.145,11760.007,-11.371,11748.636,68.024,0.000,0.000,67.228,88.723,130.866,0.096,0.000,-0.000,-3.333,57.703,121.190,66.761,117.947,95.554,85.482,78.982,77.358,77.017,67.022,29.038,9.447,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,63.487,79.450,-99621.698,-99657.605,500000.000,OFF,1067.200,Oil,-99657.605,-99657.605,90.234
7/10/2020,11:11:12,632.4,Wait for Cutout,ON,OFF,11.080,10.837,40155.346,11768.504,-11.371,11757.133,68.031,0.129,0.128,67.235,88.647,130.866,0.096,0.000,-0.000,-3.333,57.700,121.178,66.761,117.812,95.459,85.412,78.883,77.352,76.965,67.021,29.038,9.448,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,63.479,75.800,-99619.234,-99655.171,500000.000,ON,1067.200,Oil,-99655.171,-99655.171,90.184
7/10/2020,11:11:17,637.2,Wait for Cutout,ON,OFF,11.140,10.895,40507.862,11832.228,-11.371,11820.857,68.219,1.901,1.880,67.420,88.468,130.866,0.096,0.000,-0.000,-3.333,57.739,121.159,66.768,117.195,95.233,85.281,78.678,77.440,76.984,67.021,29.038,9.449,3.961,0.008,0.000,1086.089,5000.000,250.000,0.978,63.420,77.152,-99621.536,-99657.434,500000.000,ON,1067.200,Oil,-99657.434,-99657.434,89.948
7/10/2020,11:11:22,642.2,Wait for Cutout,ON,OFF,11.184,10.938,40134.295,11878.959,-11.371,11867.588,68.429,2.628,2.600,67.628,88.289,130.866,0.096,0.000,-0.000,-3.333,57.740,121.138,66.773,116.742,95.078,85.298,78.457,77.352,76.810,67.022,29.038,9.449,3.945,0.008,0.000,1086.089,5000.000,250.000,0.978,63.398,75.506,-99618.203,-99654.100,500000.000,ON,1067.200,Oil,-99654.100,-99654.100,89.697
7/10/2020,11:11:27,647.2,Wait for Cutout,ON,OFF,11.244,10.997,40508.010,11942.684,-11.371,11931.313,68.650,2.797,2.767,67.847,88.221,130.866,0.096,0.000,-0.000,-3.333,57.827,121.107,66.778,116.588,94.917,85.375,78.201,77.370,76.875,67.023,29.038,9.449,3.951,0.008,0.000,1086.089,5000.000,250.000,0.978,63.280,74.452,-99617.929,-99653.808,500000.000,ON,1067.200,Oil,-99653.808,-99653.808,89.468
7/10/2020,11:11:32,652.2,Wait for Cutout,ON,OFF,11.288,11.040,40134.234,11989.414,-11.371,11978.044,68.882,2.790,2.760,68.076,88.283,130.866,0.096,0.000,-0.000,-3.333,57.770,121.080,66.781,116.498,94.730,85.388,78.365,77.676,77.043,67.025,29.038,9.448,3.949,0.008,0.000,1086.089,5000.000,250.000,0.978,63.310,73.975,-99620.408,-99656.372,500000.000,ON,1067.200,Oil,-99656.372,-99656.372,89.257
7/10/2020,11:11:37,657.2,Wait for Cutout,ON,OFF,11.348,11.099,40466.074,12053.138,-11.371,12041.767,69.126,2.948,2.916,68.318,88.248,130.866,0.096,0.000,-0.000,-3.333,57.788,121.056,66.781,116.438,94.715,85.438,78.272,77.634,76.991,67.023,29.038,9.448,3.929,0.008,0.000,1086.089,5000.000,250.000,0.978,63.268,73.659,-99621.263,-99657.157,500000.000,ON,1067.200,Oil,-99657.157,-99657.157,89.063
7/10/2020,11:11:42,662.2,Wait for Cutout,ON,OFF,11.392,11.142,40175.354,12099.869,-11.371,12088.498,69.373,2.964,2.932,68.561,88.289,130.866,0.096,0.000,-0.000,-3.333,57.776,121.041,66.782,116.334,94.865,85.469,78.380,77.566,77.121,67.025,29.038,9.448,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,63.265,73.424,-99616.893,-99652.768,500000.000,ON,1067.200,Oil,-99652.768,-99652.768,88.891
7/10/2020,11:11:47,667.2,Wait for Cutout,ON,OFF,11.448,11.197,40320.347,12159.345,-11.371,12147.974,69.622,2.998,2.966,68.808,88.319,130.866,0.096,0.000,-0.000,-3.333,57.762,121.024,66.783,116.244,94.986,85.506,78.487,77.602,77.091,67.027,29.038,9.447,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,63.263,73.292,-99619.021,-99654.934,500000.000,ON,1067.200,Oil,-99654.934,-99654.934,88.750
7/10/2020,11:11:52,672.2,Wait for Cutout,ON,OFF,11.500,11.248,40237.224,12214.572,-11.371,12203.201,69.872,3.000,2.968,69.056,88.323,130.866,0.096,0.000,-0.000,-3.333,57.739,121.023,66.786,116.444,95.054,85.040,78.485,77.672,77.240,67.026,29.038,9.446,3.957,0.008,0.000,1086.089,5000.000,250.000,0.978,63.284,73.231,-99622.209,-99658.036,500000.000,ON,1067.200,Oil,-99658.036,-99658.036,88.629
7/10/2020,11:11:57,677.2,Wait for Cutout,ON,OFF,11.552,11.298,40320.072,12269.799,-11.371,12258.428,70.124,3.037,3.004,69.305,88.444,130.866,0.096,0.000,-0.000,-3.333,57.733,121.022,66.786,116.696,95.010,84.874,78.674,77.842,77.570,67.026,29.038,9.447,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,63.289,73.085,-99618.628,-99654.566,500000.000,ON,1067.200,Oil,-99654.566,-99654.566,88.530
7/10/2020,11:12:02,682.2,Wait for Cutout,ON,OFF,11.604,11.349,40258.048,12325.026,-11.371,12313.655,70.379,3.053,3.020,69.556,88.656,130.866,0.096,0.000,-0.000,-3.333,57.718,121.012,66.778,116.688,94.996,85.338,78.982,78.161,77.770,67.026,29.038,9.445,3.942,0.008,0.000,1086.089,5000.000,250.000,0.978,63.294,72.988,-99619.157,-99655.137,500000.000,ON,1067.200,Oil,-99655.137,-99655.137,88.458
7/10/2020,11:12:07,687.2,Wait for Cutout,ON,OFF,11.652,11.396,40133.993,12376.005,-11.371,12364.634,70.633,3.052,3.019,69.808,88.826,130.866,0.096,0.000,-0.000,-3.333,57.715,120.992,66.780,116.713,95.061,85.671,79.078,78.250,78.179,67.029,29.038,9.447,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,63.277,72.978,-99618.765,-99654.640,500000.000,ON,1067.200,Oil,-99654.640,-99654.640,88.424
7/10/2020,11:12:12,692.2,Wait for Cutout,ON,OFF,11.712,11.455,40340.941,12439.728,-11.371,12428.357,70.887,3.053,3.020,70.060,88.888,130.866,0.096,0.000,-0.000,-3.333,57.734,120.962,66.780,116.671,95.098,86.067,79.264,78.171,78.057,67.028,29.038,9.447,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,63.228,72.953,-99618.180,-99654.140,500000.000,ON,1067.200,Oil,-99654.140,-99654.140,88.424
7/10/2020,11:12:17,697.2,Wait for Cutout,ON,OFF,11.756,11.498,40072.711,12486.458,-11.371,12475.087,71.142,3.053,3.020,70.311,88.940,130.866,0.096,0.000,-0.000,-3.333,57.733,120.921,66.779,116.591,95.076,86.016,79.475,78.260,78.222,67.027,29.038,9.448,3.959,0.008,0.000,1086.089,5000.000,250.000,0.978,63.187,72.930,-99618.155,-99654.087,500000.000,ON,1067.200,Oil,-99654.087,-99654.087,88.456
7/10/2020,11:12:22,702.2,Wait for Cutout,ON,OFF,11.816,11.557,40320.095,12550.182,-11.371,12538.811,71.396,3.054,3.021,70.563,88.972,130.866,0.096,0.000,-0.000,-3.333,57.733,120.858,66.780,116.520,95.015,85.794,79.702,78.336,78.466,67.028,29.038,9.447,3.945,0.008,0.000,1086.089,5000.000,250.000,0.978,63.125,72.896,-99617.166,-99653.123,500000.000,ON,1067.200,Oil,-99653.123,-99653.123,88.503
7/10/2020,11:12:27,707.2,Wait for Cutout,ON,OFF,11.860,11.600,40051.935,12596.912,-11.371,12585.541,71.651,3.057,3.024,70.815,89.158,130.866,0.096,0.000,-0.000,-3.333,57.715,120.795,66.783,116.605,95.076,85.811,80.195,78.463,78.800,67.030,29.038,9.447,3.951,0.008,0.000,1086.089,5000.000,250.000,0.978,63.080,72.884,-99622.284,-99658.257,500000.000,ON,1067.200,Oil,-99658.257,-99658.257,88.570
7/10/2020,11:12:32,712.2,Wait for Cutout,ON,OFF,11.924,11.662,40382.408,12664.883,-11.371,12653.512,71.906,3.053,3.020,71.067,89.495,130.866,0.096,0.000,-0.000,-3.333,57.741,120.746,66.781,116.717,95.176,86.078,80.648,79.170,79.184,67.030,29.038,9.447,3.946,0.008,0.000,1086.089,5000.000,250.000,0.978,63.005,72.884,-99619.997,-99655.977,500000.000,ON,1067.200,Oil,-99655.977,-99655.977,88.658
7/10/2020,11:12:37,717.2,Wait for Cutout,ON,OFF,11.968,11.705,40092.675,12711.614,-11.371,12700.243,72.160,3.057,3.024,71.319,89.838,130.866,0.096,0.000,-0.000,-3.333,57.750,120.717,66.781,116.838,95.358,86.341,80.853,80.111,79.529,67.031,29.038,9.446,3.938,0.008,0.000,1086.089,5000.000,250.000,0.978,62.967,72.875,-99620.383,-99656.377,500000.000,ON,1067.200,Oil,-99656.377,-99656.377,88.777
7/10/2020,11:12:42,722.2,Wait for Cutout,ON,OFF,12.028,11.764,40361.312,12775.337,-11.371,12763.966,72.415,3.057,3.024,71.571,89.934,130.866,0.096,0.000,-0.000,-3.333,57.742,120.680,66.784,116.952,95.519,86.465,80.994,79.933,79.741,67.032,29.038,9.448,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,62.938,72.879,-99619.460,-99655.434,500000.000,ON,1067.200,Oil,-99655.434,-99655.434,88.913
7/10/2020,11:12:47,727.2,Wait for Cutout,ON,OFF,12.076,11.811,40092.806,12826.315,-11.371,12814.944,72.670,3.061,3.028,71.823,89.971,130.866,0.096,0.000,-0.000,-3.333,57.741,120.608,66.787,117.022,95.597,86.514,80.822,80.173,79.697,67.033,29.038,9.447,3.946,0.008,0.000,1086.089,5000.000,250.000,0.978,62.866,72.862,-99620.590,-99656.588,500000.000,ON,1067.200,Oil,-99656.588,-99656.588,89.048
7/10/2020,11:12:52,732.2,Wait for Cutout,ON,OFF,12.136,11.869,40402.889,12890.038,-11.371,12878.667,72.925,3.061,3.028,72.075,90.022,130.866,0.096,0.000,-0.000,-3.333,57.754,120.506,66.788,116.964,95.565,86.557,80.745,80.118,80.182,67.033,29.038,9.448,3.959,0.008,0.000,1086.089,5000.000,250.000,0.978,62.751,72.852,-99618.090,-99654.167,500000.000,ON,1067.200,Oil,-99654.167,-99654.167,89.189
7/10/2020,11:12:57,737.2,Wait for Cutout,ON,OFF,12.184,11.916,40092.728,12941.016,-11.371,12929.645,73.180,3.065,3.032,72.328,90.182,130.866,0.096,0.000,-0.000,-3.333,57.725,120.423,66.792,116.900,95.551,86.591,80.878,80.047,81.123,67.033,29.038,9.449,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,62.698,72.855,-99618.228,-99654.270,500000.000,ON,1067.200,Oil,-99654.270,-99654.270,89.334
7/10/2020,11:13:02,742.2,Wait for Cutout,ON,OFF,12.240,11.971,40340.576,13000.491,-11.371,12989.120,73.435,3.065,3.032,72.580,90.524,130.866,0.096,0.000,-0.000,-3.333,57.716,120.356,66.795,116.810,95.544,86.686,81.475,80.080,82.548,67.033,29.038,9.448,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,62.640,72.859,-99616.045,-99652.148,500000.000,ON,1067.200,Oil,-99652.148,-99652.148,89.488
7/10/2020,11:13:07,747.2,Wait for Cutout,ON,OFF,12.288,12.018,40072.139,13051.469,-11.371,13040.098,73.690,3.044,3.011,72.832,90.872,130.866,0.096,0.000,-0.000,-3.333,57.716,120.239,66.801,116.723,95.599,86.942,81.721,80.585,83.661,67.036,29.038,9.449,3.950,0.008,0.000,1086.089,5000.000,250.000,0.978,62.524,72.931,-99618.130,-99654.095,500000.000,ON,1067.200,Oil,-99654.095,-99654.095,89.656
7/10/2020,11:13:12,752.2,Wait for Cutout,ON,OFF,12.344,12.073,40236.847,13110.944,-11.371,13099.573,73.942,3.032,3.000,73.082,90.876,130.866,0.096,0.000,-0.000,-3.333,57.713,120.146,66.799,116.674,95.698,87.249,82.276,81.373,81.983,67.034,29.038,9.448,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,62.433,72.983,-99621.430,-99657.486,500000.000,ON,1067.200,Oil,-99657.486,-99657.486,89.819
7/10/2020,11:13:17,757.2,Wait for Cutout,ON,OFF,12.396,12.124,40133.479,13166.170,-11.371,13154.799,74.195,3.028,2.996,73.331,91.265,130.866,0.096,0.000,-0.000,-3.333,57.711,120.056,66.799,116.642,95.767,87.323,82.581,81.528,83.747,67.035,29.038,9.448,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,62.345,73.003,-99618.562,-99654.597,500000.000,ON,1067.200,Oil,-99654.597,-99654.597,89.995
7/10/2020,11:13:22,762.2,Wait for Cutout,ON,OFF,12.448,12.175,40236.567,13221.396,-11.371,13210.025,74.447,3.028,2.996,73.581,91.451,130.866,0.096,0.000,-0.000,-3.333,57.736,119.979,66.800,116.672,95.830,87.351,82.677,81.615,84.562,67.037,29.038,9.449,3.932,0.008,0.000,1086.089,5000.000,250.000,0.978,62.243,73.005,-99617.595,-99653.654,500000.000,ON,1067.200,Oil,-99653.654,-99653.654,90.203
7/10/2020,11:13:27,767.2,Wait for Cutout,ON,OFF,12.500,12.225,40133.407,13276.623,-11.371,13265.252,74.700,3.031,2.999,73.831,91.327,130.866,0.096,0.000,-0.000,-3.333,57.715,119.898,66.800,116.819,95.863,87.357,82.666,81.409,83.848,67.039,29.038,9.448,3.946,0.008,0.000,1086.089,5000.000,250.000,0.978,62.182,73.002,-99616.676,-99652.724,500000.000,ON,1067.200,Oil,-99652.724,-99652.724,90.391
7/10/2020,11:13:32,772.2,Wait for Cutout,ON,OFF,12.552,12.276,40174.968,13331.849,-11.371,13320.478,74.953,3.037,3.005,74.081,91.239,130.866,0.096,0.000,-0.000,-3.333,57.714,119.832,66.804,116.957,95.911,87.427,83.045,81.521,82.573,67.039,29.038,9.449,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,62.118,73.009,-99616.529,-99652.578,500000.000,ON,1067.200,Oil,-99652.578,-99652.578,90.556
7/10/2020,11:13:37,777.2,Wait for Cutout,ON,OFF,12.608,12.331,40194.932,13391.323,-11.371,13379.952,75.205,3.032,3.000,74.331,91.175,130.866,0.096,0.000,-0.000,-3.333,57.728,119.806,66.805,116.958,96.034,87.623,82.796,81.838,81.799,67.038,29.038,9.448,3.957,0.008,0.000,1086.089,5000.000,250.000,0.978,62.078,73.003,-99617.252,-99653.320,500000.000,ON,1067.200,Oil,-99653.320,-99653.320,90.687
7/10/2020,11:13:42,782.2,Wait for Cutout,ON,OFF,12.652,12.374,39969.393,13438.052,-11.371,13426.681,75.458,3.036,3.004,74.582,91.163,130.866,0.096,0.000,-0.000,-3.333,57.714,119.766,66.805,116.882,96.052,87.754,83.048,81.726,81.516,67.040,29.038,9.448,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,62.051,72.983,-99614.593,-99650.730,500000.000,ON,1067.200,Oil,-99650.730,-99650.730,90.789
7/10/2020,11:13:47,787.2,Wait for Cutout,ON,OFF,12.712,12.433,40215.910,13501.775,-11.371,13490.404,75.711,3.036,3.004,74.832,91.390,130.866,0.096,0.000,-0.000,-3.333,57.708,119.725,66.808,116.815,96.041,87.886,83.573,81.939,82.084,67.038,29.038,9.448,3.948,0.008,0.000,1086.089,5000.000,250.000,0.978,62.017,73.000,-99614.221,-99650.415,500000.000,ON,1067.200,Oil,-99650.415,-99650.415,90.900
7/10/2020,11:13:52,792.2,Wait for Cutout,ON,OFF,12.756,12.476,39949.121,13548.504,-11.371,13537.133,75.964,3.036,3.004,75.082,91.738,130.866,0.096,0.000,-0.000,-3.333,57.724,119.681,66.809,116.866,96.076,88.063,83.755,82.429,83.242,67.041,29.038,9.448,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,61.958,73.001,-99615.845,-99651.975,500000.000,ON,1067.200,Oil,-99651.975,-99651.975,91.028
7/10/2020,11:13:57,797.2,Wait for Cutout,ON,OFF,12.816,12.534,40215.417,13612.226,-11.371,13600.855,76.217,3.036,3.004,75.332,91.889,130.866,0.096,0.000,-0.000,-3.333,57.721,119.628,66.812,116.915,96.193,87.825,83.878,82.501,84.021,67.039,29.038,9.448,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,61.906,72.998,-99618.302,-99654.409,500000.000,ON,1067.200,Oil,-99654.409,-99654.409,91.171
7/10/2020,11:14:02,802.2,Wait for Cutout,ON,OFF,12.864,12.581,40009.873,13663.204,-11.371,13651.833,76.470,3.040,3.008,75.583,91.818,130.866,0.096,0.000,-0.000,-3.333,57.717,119.550,66.809,116.920,96.314,87.545,84.086,82.641,83.404,67.041,29.038,9.447,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,61.833,73.010,-99617.746,-99653.838,500000.000,ON,1067.200,Oil,-99653.838,-99653.838,91.300
7/10/2020,11:14:07,807.2,Wait for Cutout,ON,OFF,12.924,12.640,40277.809,13726.926,-11.371,13715.555,76.723,3.037,3.006,75.833,91.977,130.866,0.096,0.000,-0.000,-3.333,57.726,119.492,66.809,116.994,96.475,87.605,84.030,82.987,83.769,67.044,29.038,9.448,3.963,0.008,0.000,1086.089,5000.000,250.000,0.978,61.766,72.997,-99616.691,-99652.846,500000.000,ON,1067.200,Oil,-99652.846,-99652.846,91.393
7/10/2020,11:14:12,812.2,Wait for Cutout,ON,OFF,12.968,12.683,39969.347,13773.655,-11.371,13762.284,76.977,3.040,3.008,76.084,92.123,130.866,0.096,0.000,-0.000,-3.333,57.709,119.434,66.807,117.049,96.568,88.154,84.256,83.297,83.416,67.041,29.038,9.448,3.937,0.008,0.000,1086.089,5000.000,250.000,0.978,61.725,73.007,-99614.846,-99651.007,500000.000,ON,1067.200,Oil,-99651.007,-99651.007,91.499
7/10/2020,11:14:17,817.2,Wait for Cutout,ON,OFF,13.028,12.742,40298.039,13837.377,-11.371,13826.006,77.230,3.040,3.008,76.335,92.235,130.866,0.096,0.000,-0.000,-3.333,57.732,119.369,66.805,117.093,96.543,88.407,84.762,83.516,83.088,67.044,29.038,9.448,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,61.637,73.003,-99615.137,-99651.305,500000.000,ON,1067.200,Oil,-99651.305,-99651.305,91.598
7/10/2020,11:14:22,822.2,Wait for Cutout,ON,OFF,13.072,12.785,39928.088,13884.106,-11.371,13872.735,77.483,3.040,3.008,76.585,92.412,130.866,0.096,0.000,-0.000,-3.333,57.732,119.278,66.807,117.087,96.374,89.057,85.214,83.647,83.092,67.044,29.038,9.448,3.947,0.008,0.000,1086.089,5000.000,250.000,0.978,61.546,73.001,-99617.195,-99653.350,500000.000,ON,1067.200,Oil,-99653.350,-99653.350,91.674
7/10/2020,11:14:27,827.2,Wait for Cutout,ON,OFF,13.132,12.843,40318.908,13947.828,-11.371,13936.457,77.737,3.044,3.012,76.836,92.411,130.866,0.096,0.000,-0.000,-3.333,57.728,119.210,66.807,117.100,96.257,89.294,85.179,83.613,83.023,67.044,29.038,9.447,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,61.482,72.990,-99615.006,-99651.186,500000.000,ON,1067.200,Oil,-99651.186,-99651.186,91.761
7/10/2020,11:14:32,832.2,Wait for Cutout,ON,OFF,13.176,12.886,39968.965,13994.557,-11.371,13983.186,77.990,3.039,3.008,77.087,92.607,130.866,0.096,0.000,-0.000,-3.333,57.728,119.149,66.810,117.132,96.264,89.515,85.240,83.659,83.834,67.044,29.038,9.448,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,61.421,72.974,-99617.640,-99653.747,500000.000,ON,1067.200,Oil,-99653.747,-99653.747,91.865
7/10/2020,11:14:37,837.2,Wait for Cutout,ON,OFF,13.232,12.941,40153.400,14054.030,-11.371,14042.659,78.243,3.039,3.008,77.337,92.640,130.866,0.096,0.000,-0.000,-3.333,57.743,119.094,66.811,117.159,96.436,89.266,85.113,83.798,84.065,67.045,29.038,9.447,3.947,0.008,0.000,1086.089,5000.000,250.000,0.978,61.351,72.960,-99615.519,-99651.691,500000.000,ON,1067.200,Oil,-99651.691,-99651.691,91.977
