Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(gm/cm³),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,User Setpoint (0x4024),Tank Setpoint (°F) - (0x4026),T1 Temp Lower Tank (°F) - (0x405F),T2 Temp Upper Tank (°F) - (0x4060),MeasuredCurrent (0x4065),Line Voltage (0x4066),User UI Mode (0X4020),Upper Element (0x4068),Lower Element (0x4068),Compressor (0x4068),Fan (0x4068),Depletion - (0x40CB),Personality - (0x0035),T6 Temp (°F) - (0x406E),T7 Temp (°F) - (0x40B9),MixValveAbsoluteStepPosition - (0x400B),Flow State - (0X4069),T3A TEMP EVAP IN (°F) - (0x4061),T3B TEMP EVAP OUT (°F) -(0x4062),T4 TEMP COMP DISCHARGE (°F) - (0x4063),T5 TEMP AMBIENT (°F)- (0x4064),EEV Position - (0X4067),Condensate Sensor - (0x40BC),Fan (RPM) - (0xF073),PWM (%) - (0xF056),Compressor Speed (RPM) - (0xF093),Compressor Target (RPM) - (0xF081),Compressor Power (W) - (0xF092),Inverter IGBT Temp (°C) - (0xF280),Inverter Chip Temp (°C) - (0xF284),Viasala-Temperature Probe 1 (°F),Viasala-Humidity Probe 1 (%),Viasala-Temperature Probe 2 (°F),Viasala-Humidity Probe 2 (%)
11/21/2024,13:43:42.097,67906.49,67906.68,119.870000,2.368900,282.300000,177.820000,0.000000,60.002000,284.000000,0.994100,1.712863,1.437974,2425.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.772223,69.709761,72.787143,86.750000,67.589996,33.939000,0.000000,-108.599998,-42.099998,-41.799999,0.000000,0.000000,0.998682,64.520340,282.938368,282.938368,33.939485,5.658985,151.337540,0.000000,34.058000,0.000000,0.000000,138.133336,137.433329,137.300003,135.000000,124.000000,112.766668,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.700000,67.300000,153,95,1054,80,2196,2200,268,35.000000,119.000000,67.572,51.169,67.476,51.112
11/21/2024,13:43:45.097,67909.49,67909.68,119.890000,2.373000,282.800000,178.050000,0.000000,60.000000,284.500000,0.994100,1.727602,1.439319,2428.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.788890,69.710353,72.797553,86.720001,67.589996,33.939000,0.000000,-109.400002,-41.700001,-42.099998,0.000000,0.000000,0.998650,64.553917,282.938368,282.938368,33.939485,5.658224,151.337555,0.000000,34.057000,0.000000,0.000000,138.166667,137.466665,137.300003,135.000000,124.000000,112.800003,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.700000,67.300000,153,95,1055,80,2202,2200,268,35.000000,119.000000,67.573,51.168,67.477,51.112
11/21/2024,13:43:48.097,67912.49,67912.68,119.880000,2.372100,282.700000,178.290000,0.000000,60.000000,284.400000,0.994100,1.721555,1.442025,2431.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.788890,69.710353,72.804900,86.720001,67.589996,33.939000,0.000000,-108.900002,-41.799999,-42.000000,0.001000,0.000000,0.998691,64.508621,282.938368,282.938368,33.939485,5.658546,151.337570,0.000000,34.057000,0.000000,0.000000,138.166667,137.466665,137.300003,135.000000,124.000000,112.800003,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.700000,67.300000,153,95,1055,80,2202,2200,267,35.000000,119.000000,67.574,51.167,67.477,51.111
11/21/2024,13:43:51.097,67915.49,67915.68,119.880000,2.369400,282.400000,178.520000,0.000000,60.000000,284.100000,0.994300,1.708576,1.437938,2434.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.805556,69.710501,72.810614,86.699997,67.589588,33.939000,0.000000,-109.000000,-41.900002,-41.799999,0.000000,0.000000,0.998676,64.527039,282.938368,282.938368,33.939485,5.659315,151.337494,0.000000,34.057000,0.000000,0.000000,138.133336,137.466665,137.300003,135.000000,124.099998,112.833336,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.700000,67.400000,153,95,1055,80,2199,2200,267,35.000000,119.000000,67.575,51.166,67.478,51.111
11/21/2024,13:43:54.097,67918.49,67918.68,119.870000,2.372700,282.800000,178.760000,0.000000,59.999000,284.400000,0.994100,1.713786,1.439643,2437.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.794445,69.711388,72.820408,86.699997,67.588364,33.939000,0.000000,-108.800003,-42.000000,-41.900002,0.000000,0.000000,0.998664,64.539230,282.938368,282.938368,33.939485,5.658226,151.337494,0.000000,34.057000,0.000000,0.000000,138.133336,137.433329,137.300003,135.000000,124.033333,112.866669,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.700000,67.400000,153,95,1055,80,2200,2200,267,35.000000,119.000000,67.575,51.165,67.478,51.111
11/21/2024,13:43:57.097,67921.49,67921.68,119.890000,2.373700,282.900000,178.990000,0.000000,60.002000,284.600000,0.994100,1.706366,1.440320,2440.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.816666,69.713607,72.832448,86.693331,67.586732,33.939000,0.000000,-109.000000,-41.799999,-42.099998,0.000000,0.000000,0.998688,64.514023,282.938368,282.938368,33.939485,5.658762,151.337509,0.000000,34.057000,0.000000,0.000000,138.166667,137.433329,137.300003,135.000000,124.099998,112.900002,125,140,128.200000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.800000,67.400000,153,95,1055,80,2201,2200,267,35.000000,119.000000,67.576,51.164,67.479,51.110
11/21/2024,13:44:00.097,67924.49,67924.68,119.880000,2.373000,282.800000,179.230000,0.000000,60.000000,284.500000,0.994100,1.729794,1.439439,2443.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.833333,69.717158,72.844285,86.686666,67.586732,33.939000,0.000000,-109.800003,-41.500000,-42.299999,0.000000,0.000000,0.998725,64.475822,282.938368,282.938368,33.939485,5.658500,151.337494,0.000000,34.057000,0.000000,0.000000,138.199997,137.500000,137.300003,135.000000,124.099998,112.900002,125,140,128.300000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.800000,67.400000,153,95,1058,80,2198,2200,268,35.000000,119.000000,67.577,51.163,67.480,51.110
11/21/2024,13:44:03.099,67927.49,67927.68,119.880000,2.373800,282.900000,179.470000,0.000000,60.000000,284.600000,0.994000,1.712571,1.442109,2446.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.833333,69.722040,72.852244,86.666669,67.585099,33.939000,0.000000,-109.900002,-41.400002,-42.400002,0.000000,0.000000,0.998733,64.467133,282.938368,282.938368,33.939485,5.658270,151.337570,0.000000,34.057000,0.000000,0.000000,138.199997,137.466665,137.300003,135.000000,124.133331,112.900002,125,140,128.300000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.800000,67.400000,153,95,1058,80,2198,2200,268,35.000000,119.000000,67.578,51.162,67.480,51.110
11/21/2024,13:44:06.099,67930.49,67930.68,119.880000,2.375500,283.100000,179.700000,0.000000,59.999000,284.800000,0.994100,1.717575,1.437938,2449.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.816666,69.726922,72.860204,86.666669,67.584283,33.939000,0.000000,-109.699997,-41.500000,-42.299999,0.001000,0.000000,0.998723,64.479088,282.938368,282.938368,33.939485,5.658735,151.337540,0.000000,34.057000,0.000000,0.000000,138.133336,137.433329,137.266668,135.000000,124.133331,112.933334,125,140,128.300000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.800000,67.400000,153,95,1058,80,2198,2200,269,35.000000,119.000000,67.579,51.161,67.481,51.109
11/21/2024,13:44:09.100,67933.49,67933.68,119.890000,2.373400,282.900000,179.940000,0.000000,60.002000,284.500000,0.994100,1.716525,1.441405,2452.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.861110,69.731804,72.870409,86.660004,67.582651,33.939000,0.000000,-108.599998,-42.099998,-41.900002,0.000000,0.000000,0.998707,64.496254,282.938368,282.938368,33.939485,5.658747,151.337433,0.000000,34.057000,0.000000,0.000000,138.199997,137.466665,137.300003,135.000000,124.199997,113.000000,125,140,128.300000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.800000,133.800000,67.400000,153,95,1058,80,2201,2200,269,35.000000,119.000000,67.580,51.160,67.481,51.109
11/21/2024,13:44:12.099,67936.49,67936.68,119.880000,2.372400,282.700000,180.170000,0.000000,59.999000,284.400000,0.994100,1.726100,1.440023,2455.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.855555,69.738165,72.880613,86.653336,67.582651,33.939000,0.000000,-106.300003,-43.200001,-40.900002,0.000000,0.000000,0.998708,64.496246,282.938368,282.938368,33.939485,5.658359,151.337463,0.000000,34.057000,0.000000,0.000000,138.166667,137.466665,137.300003,135.000000,124.199997,113.000000,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2200,2200,270,35.000000,119.000000,67.580,51.159,67.482,51.109
11/21/2024,13:44:15.099,67939.49,67939.68,119.880000,2.372300,282.700000,180.410000,0.000000,59.999000,284.400000,0.994200,1.707373,1.438355,2458.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.849999,69.745414,72.888571,86.639999,67.582243,33.939000,0.000000,-104.400002,-44.500000,-39.799999,0.000000,0.000000,0.998707,64.497337,282.938368,282.938368,33.939485,5.658407,151.337540,0.000000,34.057000,0.000000,0.000000,138.133331,137.466665,137.266668,135.000000,124.199997,113.033333,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2200,2200,270,35.000000,119.000000,67.581,51.158,67.482,51.108
11/21/2024,13:44:18.099,67942.49,67942.68,119.890000,2.371200,282.600000,180.650000,0.000000,59.999000,284.300000,0.994100,1.721786,1.440404,2461.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.866666,69.753107,72.898366,86.613332,67.580202,33.939000,0.000000,-102.099998,-45.599998,-38.900002,0.000000,0.000000,0.998679,64.526711,282.938368,282.938368,33.939485,5.658801,151.337448,0.000000,34.057000,0.000000,0.000000,138.166667,137.466665,137.300003,135.000000,124.199997,113.066666,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2201,2200,269,35.000000,119.000000,67.582,51.157,67.483,51.108
11/21/2024,13:44:21.100,67945.49,67945.68,119.880000,2.372600,282.800000,180.880000,0.000000,60.002000,284.400000,0.994200,1.712341,1.439940,2464.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.872222,69.760652,72.911631,86.613332,67.579794,33.939000,0.000000,-100.000000,-46.799999,-37.900002,0.000000,0.000000,0.998662,64.545586,282.938368,282.938368,33.939485,5.658410,151.337494,0.000000,34.057000,0.000000,0.000000,138.133336,137.500000,137.300003,135.000000,124.199997,113.099998,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2199,2200,271,35.000000,119.000000,67.583,51.156,67.484,51.108
11/21/2024,13:44:24.103,67948.49,67948.69,119.880000,2.371400,282.600000,181.120000,0.000000,60.002000,284.300000,0.994200,1.710593,1.439940,2467.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.894444,69.767013,72.921836,86.599998,67.578570,33.939000,0.000000,-98.500000,-48.099998,-36.700001,0.000000,0.000000,0.998696,64.508163,282.938368,282.938368,33.939485,5.658453,151.337570,0.000000,34.057000,0.000000,0.000000,138.199997,137.466665,137.300003,135.000000,124.300003,113.099998,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.600000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2204,2200,271,35.000000,119.000000,67.584,51.156,67.484,51.107
11/21/2024,13:44:27.103,67951.49,67951.69,119.870000,2.376400,283.200000,181.360000,0.000000,60.002000,284.900000,0.994100,1.717388,1.440060,2470.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.922223,69.773226,72.930204,86.580002,67.578570,33.939000,0.000000,-96.500000,-49.500000,-35.900002,0.000000,0.000000,0.998666,64.540657,282.938368,282.938368,33.939485,5.658617,151.337494,0.000000,34.057000,0.000000,0.000000,138.199997,137.500000,137.300003,135.033335,124.300003,113.199997,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.800000,67.300000,153,95,1058,80,2200,2200,270,35.000000,119.000000,67.585,51.155,67.485,51.107
11/21/2024,13:44:30.105,67954.49,67954.69,119.900000,2.381600,283.800000,181.590000,0.000000,60.002000,285.500000,0.994000,1.705240,1.440284,2473.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.916667,69.779735,72.938776,86.580002,67.578162,33.939000,0.000000,-94.900002,-50.799999,-35.200001,0.000000,0.000000,0.998654,64.555176,282.938368,282.938368,33.939485,5.658541,151.337448,0.000000,34.057000,0.000000,0.000000,138.199997,137.500000,137.300003,135.000000,124.300003,113.199997,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.600000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2199,2200,270,35.000000,119.000000,67.586,51.154,67.486,51.107
11/21/2024,13:44:33.107,67957.49,67957.69,119.880000,2.382000,283.800000,181.830000,0.000000,60.002000,285.500000,0.994000,1.709908,1.440440,2476.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.894445,69.787724,72.944899,86.566666,67.576529,33.939000,0.000000,-93.000000,-51.700001,-34.799999,0.000000,0.000000,0.998644,64.563644,282.938368,282.938368,33.939485,5.659149,151.337494,0.000000,34.056000,0.000000,0.000000,138.133336,137.433329,137.300003,135.000000,124.300003,113.199997,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2193,2200,271,35.000000,119.000000,67.586,51.153,67.486,51.106
11/21/2024,13:44:36.107,67960.49,67960.69,119.880000,2.381500,283.800000,182.060000,0.000000,59.999000,285.500000,0.993900,1.708503,1.440524,2479.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.888890,69.795712,72.951837,86.559998,67.577345,33.939000,0.000000,-91.599998,-52.400002,-34.500000,0.000000,0.000000,0.998691,64.515564,282.938368,282.938368,33.939485,5.658333,151.337418,0.000000,34.056000,0.000000,0.000000,138.100006,137.433329,137.300003,135.000000,124.300003,113.199997,125,140,128.400000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2201,2200,269,35.000000,119.000000,67.586,51.153,67.486,51.106
11/21/2024,13:44:39.108,67963.49,67963.69,119.890000,2.378300,283.400000,182.300000,0.000000,60.000000,285.100000,0.994000,1.710171,1.437818,2482.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.894444,69.803848,72.961225,86.559998,67.577753,33.939000,0.000000,-91.099998,-52.599998,-34.400002,0.000000,0.000000,0.998690,64.516426,282.938368,282.938368,33.939485,5.658289,151.337357,0.000000,34.056000,0.000000,0.000000,138.166667,137.399994,137.300003,135.000000,124.300003,113.199997,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2205,2200,268,35.000000,119.000000,67.587,51.152,67.487,51.106
11/21/2024,13:44:42.109,67966.49,67966.69,119.900000,2.382100,283.900000,182.540000,0.000000,60.002000,285.600000,0.993900,1.707233,1.441284,2485.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.894445,69.812724,72.971022,86.540001,67.575305,33.939000,0.000000,-91.099998,-52.500000,-34.500000,0.000000,0.000000,0.998701,64.504974,282.938368,282.938368,33.939485,5.659092,151.337341,0.000000,34.056000,0.000000,0.000000,138.133336,137.399994,137.300003,135.000000,124.300003,113.233332,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.000000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2201,2200,268,35.000000,119.000000,67.588,51.151,67.487,51.106
11/21/2024,13:44:45.111,67969.49,67969.70,119.880000,2.381500,283.800000,182.770000,0.000000,60.002000,285.500000,0.994000,1.713920,1.440440,2488.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.916668,69.822339,72.977962,86.540001,67.572448,33.939000,0.000000,-91.599998,-52.299999,-34.599998,0.000000,0.000000,0.998683,64.526108,282.938368,282.938368,33.939485,5.658352,151.337433,0.000000,34.056000,0.000000,0.000000,138.133336,137.466665,137.300003,135.000000,124.300003,113.300003,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2199,2200,268,35.000000,119.000000,67.589,51.150,67.488,51.106
11/21/2024,13:44:48.111,67972.49,67972.69,119.880000,2.376700,283.200000,183.010000,0.000000,60.003000,284.900000,0.994100,1.715446,1.441525,2491.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.927779,69.832990,72.982860,86.510002,67.572040,33.939000,0.000000,-93.500000,-51.500000,-34.900002,0.000000,0.000000,0.998649,64.560829,282.938368,282.938368,33.939485,5.658961,151.337448,0.000000,34.056000,0.000000,0.000000,138.133336,137.433329,137.300003,135.000000,124.400002,113.300003,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.000000,117.100000,2000.000000,0.000000,52.200000,60.700000,133.900000,67.300000,153,95,1054,80,2199,2200,267,35.000000,119.000000,67.590,51.149,67.489,51.105
11/21/2024,13:44:51.112,67975.49,67975.70,119.890000,2.376100,283.200000,183.250000,0.000000,60.000000,284.900000,0.994200,1.722318,1.440904,2494.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.933335,69.844085,72.989594,86.510002,67.572856,33.939000,0.000000,-95.300003,-50.400002,-35.500000,0.001000,0.000000,0.998681,64.526863,282.938368,282.938368,33.939485,5.658393,151.337448,0.000000,34.056000,0.000000,0.000000,138.100006,137.466665,137.300003,135.000000,124.400002,113.333336,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.000000,117.100000,2000.000000,0.000000,52.200000,60.700000,134.000000,67.300000,153,95,1054,80,2198,2200,268,35.000000,119.000000,67.591,51.148,67.489,51.105
11/21/2024,13:44:54.113,67978.49,67978.70,119.880000,2.373300,282.900000,183.480000,0.000000,60.000000,284.500000,0.994200,1.717440,1.438939,2497.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.955556,69.853848,73.000409,86.503334,67.571632,33.939000,0.000000,-97.400002,-48.799999,-36.400002,0.000000,0.000000,0.998677,64.529152,282.938368,282.938368,33.939485,5.659174,151.337418,0.000000,34.056000,0.000000,0.000000,138.166667,137.466665,137.300003,135.000000,124.400002,113.400002,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.000000,117.100000,2000.000000,0.000000,52.200000,60.700000,134.000000,67.300000,153,95,1054,80,2199,2200,267,35.000000,119.000000,67.592,51.148,67.490,51.105
11/21/2024,13:44:57.113,67981.49,67981.70,119.880000,2.378600,283.500000,183.720000,0.000000,60.002000,285.100000,0.994100,1.719877,1.442109,2500.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.938890,69.862132,73.013673,86.489998,67.570408,33.939000,0.000000,-100.400002,-46.700001,-38.099998,0.000000,0.000000,0.998687,64.519417,282.938368,282.938368,33.939485,5.658934,151.337387,0.000000,34.056000,0.000000,0.000000,138.100006,137.433329,137.300003,135.000000,124.400002,113.400002,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,117.100000,2000.000000,0.000000,52.200000,60.700000,134.000000,67.300000,153,95,1054,80,2198,2200,269,35.000000,119.000000,67.593,51.147,67.491,51.105
11/21/2024,13:45:00.113,67984.49,67984.70,119.880000,2.381400,283.800000,183.960000,0.000000,60.002000,285.500000,0.994100,1.710758,1.439523,2503.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.944446,69.869824,73.025510,86.489998,67.570000,33.939000,0.000000,-103.900002,-44.400002,-39.900002,0.000000,0.000000,0.998748,64.457855,282.938368,282.938368,33.939485,5.659147,151.337387,0.000000,34.056000,0.000000,0.000000,138.100006,137.433329,137.300003,135.000000,124.400002,113.433334,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.700000,134.000000,67.300000,153,95,1054,80,2196,2200,270,35.000000,119.000000,67.593,51.146,67.491,51.104
11/21/2024,13:45:03.114,67987.49,67987.70,119.890000,2.379800,283.700000,184.190000,0.000000,60.000000,285.300000,0.994200,1.703925,1.440904,2506.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.977778,69.876481,73.037144,86.489998,67.570000,33.939000,0.000000,-108.500000,-42.000000,-41.799999,0.000000,0.000000,0.998702,64.506317,282.938368,282.938368,33.939485,5.658300,151.337402,0.000000,34.056000,0.000000,0.000000,138.133336,137.433329,137.300003,135.000000,124.500000,113.500000,125,140,128.500000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,117.100000,2000.000000,0.000000,52.200000,60.700000,134.000000,67.300000,153,95,1054,80,2199,2200,270,35.000000,119.000000,67.594,51.145,67.492,51.104
11/21/2024,13:45:06.113,67990.49,67990.70,119.880000,2.380600,283.700000,184.430000,0.000000,60.000000,285.400000,0.994000,1.727926,1.441525,2509.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.972223,69.882694,73.045512,86.470001,67.570000,33.939000,0.000000,-113.199997,-39.700001,-44.000000,0.000000,0.000000,0.998717,64.493774,282.938368,282.938368,33.939485,5.658309,151.337418,0.000000,34.056000,0.000000,0.000000,138.100006,137.433329,137.300003,135.000000,124.500000,113.500000,125,140,128.600000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,117.100000,2000.000000,0.000000,52.200000,60.600000,134.000000,67.300000,153,95,1054,80,2204,2200,271,35.000000,119.000000,67.595,51.144,67.493,51.104
11/21/2024,13:45:09.113,67993.49,67993.70,119.880000,2.377700,283.400000,184.670000,0.000000,59.999000,285.000000,0.994100,1.718383,1.441525,2512.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.983334,69.887576,73.052860,86.470001,67.570000,33.939000,0.000000,-117.800003,-37.599998,-46.099998,0.000000,0.000000,0.998726,64.482864,282.938368,282.938368,33.939485,5.658509,151.337357,0.000000,34.056000,0.000000,0.000000,138.133336,137.466665,137.300003,135.000000,124.500000,113.500000,125,140,128.600000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,117.100000,2000.000000,0.000000,52.200000,60.600000,134.000000,67.300000,153,95,1054,80,2202,2200,271,35.000000,119.000000,67.596,51.143,67.493,51.104
11/21/2024,13:45:12.116,67996.49,67996.70,119.890000,2.381900,283.900000,184.900000,0.000000,59.999000,285.500000,0.994200,1.721819,1.439403,2515.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,130.972223,69.891126,73.061635,86.449997,67.570000,33.939000,0.000000,-121.599998,-36.000000,-48.200001,0.001000,0.000000,0.998715,64.494637,282.938368,282.938368,33.939485,5.658610,151.337311,0.000000,34.056000,0.000000,0.000000,138.100006,137.433329,137.300003,135.000000,124.500000,113.500000,125,140,128.600000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.600000,134.000000,67.300000,153,95,1054,80,2198,2200,271,35.000000,119.000000,67.597,51.142,67.494,51.103
11/21/2024,13:45:15.115,67999.49,67999.70,119.900000,2.380600,283.700000,185.140000,0.000000,60.000000,285.400000,0.994100,1.718222,1.440784,2518.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,131.000000,69.893345,73.072043,86.449997,67.570000,33.939000,0.000000,-121.900002,-35.299999,-50.700001,0.000000,0.000000,0.998690,64.522240,282.938368,282.938368,33.939485,5.657907,151.337311,0.000000,34.056000,0.000000,0.000000,138.133336,137.433329,137.300003,135.033335,124.500000,113.599998,125,140,128.600000,136.600000,2.700000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,117.100000,2000.000000,0.000000,52.200000,60.600000,134.000000,67.300000,153,95,1053,80,2199,2200,272,35.000000,119.000000,67.598,51.141,67.495,51.103
